symbol,symbol_url,日K_status,日K_close,日K_bband,日K_prev_high,日K_prev_low,日K_strict_check,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check
1104.TW,https://tw.tradingview.com/symbols/TWSE-1104/,跌破下軌,29.50,29.22,,26.40,False,跌破下軌,29.50,29.29,,24.23,False
1108.TW,https://tw.tradingview.com/symbols/TWSE-1108/,突破上軌,15.15,15.19,15.60,,False,突破上軌,15.15,15.20,15.64,,False
1109.TW,https://tw.tradingview.com/symbols/TWSE-1109/,突破上軌,15.45,15.52,16.55,,False,跌破下軌,15.45,15.33,,14.47,False
1203.TW,https://tw.tradingview.com/symbols/TWSE-1203/,突破上軌,40.10,40.15,40.85,,False,突破上軌,40.10,40.11,53.64,,False
1219.TW,https://tw.tradingview.com/symbols/TWSE-1219/,突破上軌,13.55,13.60,15.57,,False,突破上軌,13.55,13.62,18.04,,False
1220.TW,https://tw.tradingview.com/symbols/TWSE-1220/,突破上軌,13.05,13.03,13.97,,False,突破上軌,13.05,12.99,18.86,,False
1232.TW,https://tw.tradingview.com/symbols/TWSE-1232/,突破上軌,149.50,149.55,158.41,,False,突破上軌,149.50,149.05,161.76,,False
1233.TW,https://tw.tradingview.com/symbols/TWSE-1233/,突破上軌,32.30,32.33,32.50,,False,突破上軌,32.30,32.44,35.97,,False
1315.TW,https://tw.tradingview.com/symbols/TWSE-1315/,突破上軌,64.90,64.92,66.54,,False,突破上軌,64.90,65.07,66.90,,False
1341.TW,https://tw.tradingview.com/symbols/TWSE-1341/,突破上軌,60.60,60.64,70.00,,False,突破上軌,60.60,60.28,70.00,,False
1423.TW,https://tw.tradingview.com/symbols/TWSE-1423/,突破上軌,38.30,38.44,40.35,,False,突破上軌,38.30,38.53,45.82,,False
1446.TW,https://tw.tradingview.com/symbols/TWSE-1446/,跌破下軌,16.25,16.13,,16.35,True,跌破下軌,16.25,16.11,,16.55,True
1451.TW,https://tw.tradingview.com/symbols/TWSE-1451/,突破上軌,18.00,18.04,20.10,,False,突破上軌,18.00,18.02,21.85,,False
1459.TW,https://tw.tradingview.com/symbols/TWSE-1459/,突破上軌,11.85,11.90,12.80,,False,突破上軌,11.85,11.91,14.75,,False
1537.TW,https://tw.tradingview.com/symbols/TWSE-1537/,突破上軌,123.50,124.25,135.00,,False,跌破下軌,123.50,122.48,,114.56,False
1538.TW,https://tw.tradingview.com/symbols/TWSE-1538/,跌破下軌,25.50,25.58,,23.10,False,跌破下軌,25.50,25.29,,22.50,False
1726.TW,https://tw.tradingview.com/symbols/TWSE-1726/,突破上軌,76.50,76.49,76.90,,False,突破上軌,76.50,76.57,76.96,,False
