symbol,symbol_url,日K_status,日K_close,日K_bband,日K_prev_high,日K_prev_low,日K_strict_check,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check
1108.TW,https://tw.tradingview.com/symbols/TWSE-1108/,突破上軌,15.10,15.18,15.60,,False,突破上軌,15.10,15.15,15.64,,False
1109.TW,https://tw.tradingview.com/symbols/TWSE-1109/,突破上軌,15.40,15.53,16.55,,False,跌破下軌,15.40,15.32,,14.47,False
1110.TW,https://tw.tradingview.com/symbols/TWSE-1110/,突破上軌,16.45,16.50,20.96,,False,跌破下軌,16.15,16.06,,16.05,False
1203.TW,https://tw.tradingview.com/symbols/TWSE-1203/,突破上軌,39.85,40.11,40.85,,False,跌破下軌,39.45,39.34,,33.24,False
1220.TW,https://tw.tradingview.com/symbols/TWSE-1220/,突破上軌,12.85,12.95,13.97,,False,突破上軌,12.70,12.80,18.86,,False
1232.TW,https://tw.tradingview.com/symbols/TWSE-1232/,突破上軌,147.00,148.21,158.41,,False,突破上軌,147.50,147.44,161.76,,False
1233.TW,https://tw.tradingview.com/symbols/TWSE-1233/,突破上軌,32.20,32.29,32.50,,False,突破上軌,32.20,32.44,35.97,,False
1234.TW,https://tw.tradingview.com/symbols/TWSE-1234/,突破上軌,37.00,37.15,40.50,,False,跌破下軌,36.90,36.71,,34.71,False
1315.TW,https://tw.tradingview.com/symbols/TWSE-1315/,跌破下軌,64.00,63.69,,62.50,False,跌破下軌,63.90,63.51,,59.53,False
1342.TW,https://tw.tradingview.com/symbols/TWSE-1342/,突破上軌,102.00,101.71,105.00,,False,突破上軌,100.00,100.69,126.67,,False
1410.TW,https://tw.tradingview.com/symbols/TWSE-1410/,突破上軌,33.70,33.98,40.46,,False,跌破下軌,33.10,33.08,,30.06,False
1413.TW,https://tw.tradingview.com/symbols/TWSE-1413/,跌破下軌,9.80,9.72,,9.50,False,跌破下軌,9.80,9.77,,8.63,False
1423.TW,https://tw.tradingview.com/symbols/TWSE-1423/,突破上軌,38.40,38.40,40.35,,False,跌破下軌,37.85,37.54,,29.56,False
1432.TW,https://tw.tradingview.com/symbols/TWSE-1432/,突破上軌,19.15,19.29,19.25,,False,突破上軌,18.90,18.81,25.00,,False
1434.TW,https://tw.tradingview.com/symbols/TWSE-1434/,突破上軌,17.75,17.89,17.75,,False,突破上軌,17.10,17.11,22.41,,False
1436.TW,https://tw.tradingview.com/symbols/TWSE-1436/,跌破下軌,56.80,57.16,,58.20,True,跌破下軌,58.50,58.39,,52.34,False
1443.TW,https://tw.tradingview.com/symbols/TWSE-1443/,跌破下軌,26.30,26.22,,26.10,False,跌破下軌,26.55,26.29,,26.30,False
1466.TW,https://tw.tradingview.com/symbols/TWSE-1466/,突破上軌,17.25,17.10,19.30,,False,突破上軌,16.65,16.05,19.70,,False
1470.TW,https://tw.tradingview.com/symbols/TWSE-1470/,跌破下軌,22.80,22.67,,19.55,False,跌破下軌,22.80,22.60,,17.60,False
1537.TW,https://tw.tradingview.com/symbols/TWSE-1537/,跌破下軌,122.00,121.67,,120.00,False,跌破下軌,123.00,122.60,,114.56,False
1604.TW,https://tw.tradingview.com/symbols/TWSE-1604/,跌破下軌,23.70,23.65,,23.70,False,跌破下軌,23.75,23.61,,23.27,False
1726.TW,https://tw.tradingview.com/symbols/TWSE-1726/,突破上軌,75.80,76.17,76.90,,False,跌破下軌,75.80,75.51,,65.64,False
1730.TW,https://tw.tradingview.com/symbols/TWSE-1730/,突破上軌,53.10,53.29,56.30,,False,突破上軌,53.10,53.59,56.74,,False
1731.TW,https://tw.tradingview.com/symbols/TWSE-1731/,跌破下軌,21.90,21.70,,21.48,False,突破上軌,21.85,21.98,25.70,,False
1737.TW,https://tw.tradingview.com/symbols/TWSE-1737/,跌破下軌,31.45,31.37,,30.80,False,突破上軌,31.50,31.76,34.46,,False
1806.TW,https://tw.tradingview.com/symbols/TWSE-1806/,跌破下軌,8.78,8.72,,8.66,False,跌破下軌,8.80,8.73,,7.88,False
1817.TW,https://tw.tradingview.com/symbols/TWSE-1817/,突破上軌,38.60,38.97,43.37,,False,突破上軌,38.55,38.73,49.83,,False
2109.TW,https://tw.tradingview.com/symbols/TWSE-2109/,跌破下軌,14.75,14.66,,14.70,False,跌破下軌,14.75,14.74,,12.73,False
2114.TW,https://tw.tradingview.com/symbols/TWSE-2114/,突破上軌,89.30,89.97,94.00,,False,跌破下軌,89.40,89.32,,74.15,False
2414.TW,https://tw.tradingview.com/symbols/TWSE-2414/,跌破下軌,40.70,40.35,,37.41,False,跌破下軌,40.65,40.50,,29.75,False
2433.TW,https://tw.tradingview.com/symbols/TWSE-2433/,突破上軌,46.60,46.89,50.40,,False,跌破下軌,46.45,46.03,,43.29,False
2436.TW,https://tw.tradingview.com/symbols/TWSE-2436/,突破上軌,56.80,57.36,62.30,,False,突破上軌,53.50,53.90,67.93,,False
2450.TW,https://tw.tradingview.com/symbols/TWSE-2450/,突破上軌,28.85,29.13,30.69,,False,突破上軌,28.90,29.06,36.49,,False
2538.TW,https://tw.tradingview.com/symbols/TWSE-2538/,跌破下軌,10.55,10.47,,10.35,False,跌破下軌,10.50,10.44,,10.35,False
2546.TW,https://tw.tradingview.com/symbols/TWSE-2546/,跌破下軌,85.10,84.66,,70.36,False,跌破下軌,85.20,84.46,,60.85,False
2547.TW,https://tw.tradingview.com/symbols/TWSE-2547/,跌破下軌,10.65,10.55,,10.40,False,跌破下軌,10.65,10.55,,8.40,False
2607.TW,https://tw.tradingview.com/symbols/TWSE-2607/,跌破下軌,56.00,55.62,,53.40,False,跌破下軌,56.00,55.68,,42.17,False
2608.TW,https://tw.tradingview.com/symbols/TWSE-2608/,跌破下軌,32.45,32.18,,32.25,False,跌破下軌,32.40,32.34,,31.56,False
2646.TW,https://tw.tradingview.com/symbols/TWSE-2646/,跌破下軌,22.90,22.70,,22.65,False,跌破下軌,22.85,22.70,,21.35,False
2701.TW,https://tw.tradingview.com/symbols/TWSE-2701/,跌破下軌,10.90,10.84,,10.83,False,跌破下軌,10.90,10.90,,10.29,False
2705.TW,https://tw.tradingview.com/symbols/TWSE-2705/,跌破下軌,16.20,16.08,,16.05,False,跌破下軌,16.30,16.24,,14.80,False
2706.TW,https://tw.tradingview.com/symbols/TWSE-2706/,突破上軌,12.85,12.94,13.89,,False,跌破下軌,12.80,12.71,,12.08,False
2707.TW,https://tw.tradingview.com/symbols/TWSE-2707/,突破上軌,190.00,190.96,204.50,,False,突破上軌,189.50,191.30,228.69,,False
2851.TW,https://tw.tradingview.com/symbols/TWSE-2851/,突破上軌,27.25,27.35,27.50,,False,突破上軌,27.00,27.21,27.50,,False
2897.TW,https://tw.tradingview.com/symbols/TWSE-2897/,突破上軌,9.35,9.34,9.32,,True,突破上軌,9.30,9.26,10.12,,False
2904.TW,https://tw.tradingview.com/symbols/TWSE-2904/,突破上軌,17.10,17.14,17.70,,False,跌破下軌,17.05,16.91,,15.66,False
2908.TW,https://tw.tradingview.com/symbols/TWSE-2908/,突破上軌,20.35,20.41,20.60,,False,突破上軌,20.30,20.47,20.95,,False
3033.TW,https://tw.tradingview.com/symbols/TWSE-3033/,跌破下軌,29.90,29.81,,27.60,False,跌破下軌,30.00,29.83,,26.30,False
3130.TW,https://tw.tradingview.com/symbols/TWSE-3130/,突破上軌,224.00,224.15,235.00,,False,突破上軌,223.50,225.36,235.00,,False
3164.TW,https://tw.tradingview.com/symbols/TWSE-3164/,跌破下軌,17.85,17.72,,17.35,False,跌破下軌,17.95,17.94,,17.20,False
3454.TW,https://tw.tradingview.com/symbols/TWSE-3454/,突破上軌,99.10,99.19,114.47,,False,突破上軌,99.20,99.24,150.22,,False
3652.TW,https://tw.tradingview.com/symbols/TWSE-3652/,跌破下軌,28.00,27.77,,24.85,False,跌破下軌,28.15,27.96,,24.21,False
3705.TW,https://tw.tradingview.com/symbols/TWSE-3705/,跌破下軌,55.10,54.66,,53.10,False,跌破下軌,55.70,55.32,,41.74,False
4155.TW,https://tw.tradingview.com/symbols/TWSE-4155/,跌破下軌,14.15,14.09,,13.80,False,跌破下軌,14.30,14.22,,13.65,False
4190.TW,https://tw.tradingview.com/symbols/TWSE-4190/,跌破下軌,29.10,28.89,,29.05,False,跌破下軌,29.10,29.05,,29.35,True
4560.TW,https://tw.tradingview.com/symbols/TWSE-4560/,突破上軌,32.20,32.27,41.24,,False,跌破下軌,32.00,31.68,,26.66,False
4904.TW,https://tw.tradingview.com/symbols/TWSE-4904/,突破上軌,92.50,92.92,96.00,,False,突破上軌,92.20,92.51,96.00,,False
4930.TW,https://tw.tradingview.com/symbols/TWSE-4930/,跌破下軌,21.50,21.45,,21.40,False,跌破下軌,21.70,21.53,,21.50,False
5906.TW,https://tw.tradingview.com/symbols/TWSE-5906/,跌破下軌,49.55,49.28,,45.43,False,跌破下軌,49.50,49.67,,43.31,False
6115.TW,https://tw.tradingview.com/symbols/TWSE-6115/,突破上軌,46.95,47.32,50.50,,False,跌破下軌,46.75,46.49,,41.66,False
6136.TW,https://tw.tradingview.com/symbols/TWSE-6136/,突破上軌,23.95,24.11,24.95,,False,跌破下軌,23.85,23.65,,19.77,False
6183.TW,https://tw.tradingview.com/symbols/TWSE-6183/,跌破下軌,94.50,94.33,,86.07,False,跌破下軌,94.80,94.52,,62.18,False
6790.TW,https://tw.tradingview.com/symbols/TWSE-6790/,跌破下軌,37.50,37.45,,36.85,False,跌破下軌,37.65,37.62,,36.77,False
6887.TW,https://tw.tradingview.com/symbols/TWSE-6887/,跌破下軌,51.30,52.09,,54.60,True,跌破下軌,56.20,56.06,,57.60,True
6958.TW,https://tw.tradingview.com/symbols/TWSE-6958/,跌破下軌,15.00,14.86,,14.90,False,跌破下軌,14.95,14.86,,14.90,False
7722.TW,https://tw.tradingview.com/symbols/TWSE-7722/,跌破下軌,430.00,426.26,,430.50,True,跌破下軌,435.00,430.96,,424.93,False
7786.TW,https://tw.tradingview.com/symbols/TWSE-7786/,跌破下軌,143.00,141.66,,145.00,True,跌破下軌,146.00,144.79,,149.50,True
7791.TW,https://tw.tradingview.com/symbols/TWSE-7791/,跌破下軌,69.80,69.37,,69.70,False,跌破下軌,70.20,69.82,,70.70,True
8463.TW,https://tw.tradingview.com/symbols/TWSE-8463/,突破上軌,26.70,26.96,28.05,,False,跌破下軌,26.60,26.36,,19.33,False
9905.TW,https://tw.tradingview.com/symbols/TWSE-9905/,跌破下軌,20.00,19.84,,19.80,False,跌破下軌,19.95,19.81,,19.80,False
9908.TW,https://tw.tradingview.com/symbols/TWSE-9908/,突破上軌,29.85,29.96,30.50,,False,跌破下軌,29.75,29.68,,27.60,False
9911.TW,https://tw.tradingview.com/symbols/TWSE-9911/,突破上軌,85.10,85.59,89.20,,False,突破上軌,84.60,85.13,93.55,,False
9917.TW,https://tw.tradingview.com/symbols/TWSE-9917/,跌破下軌,105.00,104.26,,104.50,False,跌破下軌,105.00,104.53,,100.39,False
9918.TW,https://tw.tradingview.com/symbols/TWSE-9918/,跌破下軌,39.50,39.27,,37.54,False,跌破下軌,39.35,39.33,,34.61,False
9925.TW,https://tw.tradingview.com/symbols/TWSE-9925/,突破上軌,41.00,40.96,41.00,,False,突破上軌,40.60,40.85,41.00,,False
9926.TW,https://tw.tradingview.com/symbols/TWSE-9926/,突破上軌,49.10,49.48,51.60,,False,跌破下軌,49.10,48.91,,45.20,False
9930.TW,https://tw.tradingview.com/symbols/TWSE-9930/,跌破下軌,69.30,68.84,,67.60,False,跌破下軌,69.30,69.12,,51.18,False
9931.TW,https://tw.tradingview.com/symbols/TWSE-9931/,跌破下軌,33.95,33.72,,33.00,False,跌破下軌,33.80,33.61,,31.35,False
9935.TW,https://tw.tradingview.com/symbols/TWSE-9935/,跌破下軌,19.30,19.13,,18.75,False,跌破下軌,19.35,19.41,,18.42,False
