symbol,symbol_url,日K_status,日K_close,日K_bband,日K_prev_high,日K_prev_low,日K_strict_check,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check
1536.TW,https://www.tradingview.com/symbols/TWSE-1536/,跌破下軌,54.00,54.08,,52.30,True,跌破下軌,54.00,54.05,,45.71,True
1568.TW,https://www.tradingview.com/symbols/TWSE-1568/,突破上軌,23.60,23.36,25.15,,True,突破上軌,23.60,23.35,34.21,,True
1810.TW,https://www.tradingview.com/symbols/TWSE-1810/,突破上軌,20.35,19.82,25.60,,True,突破上軌,20.35,19.67,25.60,,True
2530.TW,https://www.tradingview.com/symbols/TWSE-2530/,突破上軌,30.20,30.07,33.33,,True,突破上軌,30.20,30.01,54.26,,True
2535.TW,https://www.tradingview.com/symbols/TWSE-2535/,突破上軌,65.40,65.21,66.20,,True,突破上軌,65.40,65.13,66.20,,True
3138.TW,https://www.tradingview.com/symbols/TWSE-3138/,突破上軌,124.50,121.50,117.50,,False,突破上軌,124.50,123.22,155.43,,True
6141.TW,https://www.tradingview.com/symbols/TWSE-6141/,突破上軌,12.10,12.06,16.10,,True,突破上軌,12.10,12.09,22.60,,True
7610.TW,https://www.tradingview.com/symbols/TWSE-7610/,突破上軌,167.00,166.77,170.00,,True,突破上軌,167.00,164.69,170.00,,True
7631.TW,https://www.tradingview.com/symbols/TWSE-7631/,突破上軌,149.50,148.51,153.41,,True,突破上軌,149.50,144.09,153.41,,True
1586.TWO,https://www.tradingview.com/symbols/TPEX-1586/,突破上軌,30.40,30.15,31.20,,True,突破上軌,30.40,29.89,37.06,,True
1813.TWO,https://www.tradingview.com/symbols/TPEX-1813/,突破上軌,13.80,13.56,16.05,,True,突破上軌,13.80,13.63,20.98,,True
3541.TWO,https://www.tradingview.com/symbols/TPEX-3541/,突破上軌,26.25,25.65,32.90,,True,突破上軌,26.25,25.71,40.45,,True
4167.TWO,https://www.tradingview.com/symbols/TPEX-4167/,突破上軌,19.50,19.29,21.62,,True,突破上軌,19.50,19.32,27.10,,True
4541.TWO,https://www.tradingview.com/symbols/TPEX-4541/,突破上軌,45.65,44.56,69.50,,True,突破上軌,45.65,45.59,69.50,,True
5016.TWO,https://www.tradingview.com/symbols/TPEX-5016/,突破上軌,25.60,25.55,26.41,,True,突破上軌,25.60,25.44,28.46,,True
5213.TWO,https://www.tradingview.com/symbols/TPEX-5213/,突破上軌,26.35,26.26,33.56,,True,突破上軌,26.35,25.90,48.34,,True
5302.TWO,https://www.tradingview.com/symbols/TPEX-5302/,突破上軌,11.30,10.98,10.90,,False,突破上軌,11.30,10.77,15.80,,True
5543.TWO,https://www.tradingview.com/symbols/TPEX-5543/,突破上軌,36.90,35.83,33.55,,False,突破上軌,36.90,34.87,49.25,,True
6015.TWO,https://www.tradingview.com/symbols/TPEX-6015/,突破上軌,12.60,12.59,12.35,,False,突破上軌,12.60,12.15,13.02,,True
6113.TWO,https://www.tradingview.com/symbols/TPEX-6113/,突破上軌,24.05,23.64,31.28,,True,突破上軌,24.05,23.26,43.60,,True
6516.TWO,https://www.tradingview.com/symbols/TPEX-6516/,突破上軌,67.00,66.54,93.42,,True,突破上軌,67.00,66.06,93.42,,True
6697.TWO,https://www.tradingview.com/symbols/TPEX-6697/,跌破下軌,46.50,46.78,,39.60,True,跌破下軌,46.50,46.81,,35.00,True
6728.TWO,https://www.tradingview.com/symbols/TPEX-6728/,突破上軌,139.00,137.71,182.46,,True,突破上軌,139.00,138.22,182.46,,True
6843.TWO,https://www.tradingview.com/symbols/TPEX-6843/,跌破下軌,52.10,52.12,,47.37,True,跌破下軌,52.10,52.63,,41.77,True
6953.TWO,https://www.tradingview.com/symbols/TPEX-6953/,突破上軌,236.50,232.99,258.00,,True,突破上軌,236.50,235.18,328.16,,True
8038.TWO,https://www.tradingview.com/symbols/TPEX-8038/,突破上軌,58.50,57.55,63.00,,True,突破上軌,58.50,56.33,63.00,,True
8049.TWO,https://www.tradingview.com/symbols/TPEX-8049/,突破上軌,27.20,27.01,29.51,,True,突破上軌,27.20,26.77,37.93,,True
8080.TWO,https://www.tradingview.com/symbols/TPEX-8080/,突破上軌,32.70,31.86,31.95,,False,突破上軌,32.70,31.76,42.00,,True
8109.TWO,https://www.tradingview.com/symbols/TPEX-8109/,突破上軌,105.00,104.50,117.50,,True,突破上軌,105.00,104.69,117.50,,True
