symbol,symbol_url,日K_status,日K_close,日K_bband,日K_prev_high,日K_prev_low,日K_strict_check,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check
1104.TW,https://tw.tradingview.com/symbols/TWSE-1104/,跌破下軌,29.45,29.22,,26.40,False,跌破下軌,29.45,29.27,,24.23,False
1108.TW,https://tw.tradingview.com/symbols/TWSE-1108/,突破上軌,15.15,15.19,15.60,,False,突破上軌,15.15,15.20,15.64,,False
1109.TW,https://tw.tradingview.com/symbols/TWSE-1109/,跌破下軌,15.35,15.32,,15.30,False,跌破下軌,15.35,15.30,,14.47,False
1203.TW,https://tw.tradingview.com/symbols/TWSE-1203/,跌破下軌,39.50,39.15,,36.78,False,跌破下軌,39.50,39.32,,33.24,False
1219.TW,https://tw.tradingview.com/symbols/TWSE-1219/,突破上軌,13.60,13.60,15.57,,False,突破上軌,13.60,13.64,18.04,,False
1220.TW,https://tw.tradingview.com/symbols/TWSE-1220/,突破上軌,12.90,12.96,13.97,,False,突破上軌,12.90,12.91,18.86,,False
1232.TW,https://tw.tradingview.com/symbols/TWSE-1232/,突破上軌,148.00,148.66,158.41,,False,突破上軌,148.00,148.20,161.76,,False
1233.TW,https://tw.tradingview.com/symbols/TWSE-1233/,突破上軌,32.25,32.29,32.50,,False,突破上軌,32.25,32.43,35.97,,False
1234.TW,https://tw.tradingview.com/symbols/TWSE-1234/,突破上軌,36.90,37.14,40.50,,False,跌破下軌,36.90,36.60,,34.71,False
1315.TW,https://tw.tradingview.com/symbols/TWSE-1315/,突破上軌,64.40,64.82,66.54,,False,突破上軌,64.40,64.90,66.90,,False
1341.TW,https://tw.tradingview.com/symbols/TWSE-1341/,突破上軌,59.80,59.92,70.00,,False,突破上軌,59.80,59.80,70.00,,False
1413.TW,https://tw.tradingview.com/symbols/TWSE-1413/,突破上軌,10.05,10.14,12.50,,False,突破上軌,10.05,10.15,12.60,,False
1416.TW,https://tw.tradingview.com/symbols/TWSE-1416/,跌破下軌,11.65,11.61,,11.00,False,跌破下軌,11.65,11.55,,10.04,False
1423.TW,https://tw.tradingview.com/symbols/TWSE-1423/,突破上軌,38.15,38.41,40.35,,False,突破上軌,38.15,38.49,45.82,,False
1436.TW,https://tw.tradingview.com/symbols/TWSE-1436/,跌破下軌,56.80,56.25,,55.90,False,跌破下軌,56.80,56.47,,52.34,False
1470.TW,https://tw.tradingview.com/symbols/TWSE-1470/,跌破下軌,22.60,22.54,,19.55,False,跌破下軌,22.60,22.52,,17.60,False
1537.TW,https://tw.tradingview.com/symbols/TWSE-1537/,跌破下軌,122.50,121.55,,120.00,False,跌破下軌,122.50,122.11,,114.56,False
1726.TW,https://tw.tradingview.com/symbols/TWSE-1726/,突破上軌,76.20,76.27,76.90,,False,突破上軌,76.20,76.45,76.96,,False
1730.TW,https://tw.tradingview.com/symbols/TWSE-1730/,突破上軌,53.10,53.21,56.30,,False,突破上軌,53.10,53.53,56.74,,False
1731.TW,https://tw.tradingview.com/symbols/TWSE-1731/,跌破下軌,21.85,21.69,,21.50,False,突破上軌,21.85,21.97,25.70,,False
1737.TW,https://tw.tradingview.com/symbols/TWSE-1737/,跌破下軌,31.45,31.34,,30.80,False,突破上軌,31.45,31.77,34.46,,False
1817.TW,https://tw.tradingview.com/symbols/TWSE-1817/,突破上軌,38.75,38.88,43.37,,False,突破上軌,38.75,38.80,49.83,,False
1904.TW,https://tw.tradingview.com/symbols/TWSE-1904/,突破上軌,18.35,18.41,19.35,,False,突破上軌,18.35,18.43,28.49,,False
2015.TW,https://tw.tradingview.com/symbols/TWSE-2015/,突破上軌,66.00,66.34,70.00,,False,突破上軌,66.00,66.53,82.96,,False
2102.TW,https://tw.tradingview.com/symbols/TWSE-2102/,跌破下軌,19.40,19.24,,18.60,False,跌破下軌,19.40,19.29,,14.60,False
2107.TW,https://tw.tradingview.com/symbols/TWSE-2107/,突破上軌,25.10,25.28,25.80,,False,突破上軌,25.10,25.26,27.31,,False
2109.TW,https://tw.tradingview.com/symbols/TWSE-2109/,跌破下軌,14.80,14.67,,14.70,False,跌破下軌,14.80,14.73,,12.73,False
2114.TW,https://tw.tradingview.com/symbols/TWSE-2114/,突破上軌,89.40,89.95,94.00,,False,跌破下軌,89.40,89.23,,74.15,False
2247.TW,https://tw.tradingview.com/symbols/TWSE-2247/,突破上軌,288.00,287.35,326.93,,False,突破上軌,288.00,290.66,326.93,,False
2345.TW,https://tw.tradingview.com/symbols/TWSE-2345/,突破上軌,1390.00,1368.59,1320.00,,True,突破上軌,1390.00,1351.16,1320.00,,True
2368.TW,https://tw.tradingview.com/symbols/TWSE-2368/,突破上軌,846.00,851.56,808.00,,True,突破上軌,846.00,824.61,805.00,,True
2414.TW,https://tw.tradingview.com/symbols/TWSE-2414/,突破上軌,41.85,41.65,46.75,,False,突破上軌,41.85,41.80,46.75,,False
2430.TW,https://tw.tradingview.com/symbols/TWSE-2430/,突破上軌,22.55,22.72,25.85,,False,跌破下軌,22.55,22.41,,22.50,False
2450.TW,https://tw.tradingview.com/symbols/TWSE-2450/,突破上軌,28.85,29.10,30.60,,False,突破上軌,28.85,29.05,36.49,,False
2488.TW,https://tw.tradingview.com/symbols/TWSE-2488/,突破上軌,46.80,47.18,49.00,,False,突破上軌,46.80,46.85,57.63,,False
2515.TW,https://tw.tradingview.com/symbols/TWSE-2515/,突破上軌,14.95,15.08,17.50,,False,突破上軌,14.95,14.71,17.94,,False
2539.TW,https://tw.tradingview.com/symbols/TWSE-2539/,突破上軌,48.50,48.81,57.84,,False,突破上軌,48.50,48.89,62.13,,False
2636.TW,https://tw.tradingview.com/symbols/TWSE-2636/,跌破下軌,64.10,63.83,,63.60,False,跌破下軌,64.10,63.61,,54.56,False
2642.TW,https://tw.tradingview.com/symbols/TWSE-2642/,跌破下軌,24.40,24.26,,24.60,True,跌破下軌,24.40,24.45,,23.79,False
2701.TW,https://tw.tradingview.com/symbols/TWSE-2701/,突破上軌,11.00,11.09,11.90,,False,跌破下軌,11.00,10.90,,10.29,False
2705.TW,https://tw.tradingview.com/symbols/TWSE-2705/,跌破下軌,16.15,16.05,,16.05,False,跌破下軌,16.15,16.13,,14.80,False
2706.TW,https://tw.tradingview.com/symbols/TWSE-2706/,突破上軌,12.85,12.94,13.89,,False,跌破下軌,12.85,12.74,,12.08,False
2707.TW,https://tw.tradingview.com/symbols/TWSE-2707/,突破上軌,190.00,190.96,204.50,,False,突破上軌,190.00,191.30,228.69,,False
2851.TW,https://tw.tradingview.com/symbols/TWSE-2851/,突破上軌,27.40,27.50,27.50,,False,突破上軌,27.40,27.50,27.50,,False
2883.TW,https://tw.tradingview.com/symbols/TWSE-2883/,突破上軌,18.90,18.97,19.10,,False,突破上軌,18.90,18.86,18.60,,True
2889.TW,https://tw.tradingview.com/symbols/TWSE-2889/,突破上軌,17.05,17.01,17.30,,False,突破上軌,17.05,17.20,17.30,,False
2890.TW,https://tw.tradingview.com/symbols/TWSE-2890/,突破上軌,30.35,30.42,30.20,,True,突破上軌,30.35,30.43,29.80,,True
2897.TW,https://tw.tradingview.com/symbols/TWSE-2897/,突破上軌,9.40,9.41,9.38,,True,突破上軌,9.40,9.37,10.12,,False
