symbol,symbol_url,日K_status,日K_close,日K_bband,日K_prev_high,日K_prev_low,日K_strict_check,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check
1305.TW,https://www.tradingview.com/symbols/TWSE-1305/,突破上軌,12.35,12.32,12.80,,True,突破上軌,12.35,12.24,21.16,,True
1319.TW,https://www.tradingview.com/symbols/TWSE-1319/,突破上軌,105.00,103.28,130.34,,True,突破上軌,105.00,104.27,134.62,,True
1451.TW,https://www.tradingview.com/symbols/TWSE-1451/,突破上軌,17.70,17.67,20.75,,True,突破上軌,17.70,17.70,21.85,,True
1530.TW,https://www.tradingview.com/symbols/TWSE-1530/,突破上軌,29.00,28.80,31.34,,True,突破上軌,29.00,28.63,36.52,,True
1539.TW,https://www.tradingview.com/symbols/TWSE-1539/,突破上軌,17.85,17.78,20.01,,True,突破上軌,17.85,17.75,34.28,,True
1540.TW,https://www.tradingview.com/symbols/TWSE-1540/,突破上軌,26.20,25.97,32.13,,True,突破上軌,26.20,25.96,49.03,,True
1617.TW,https://www.tradingview.com/symbols/TWSE-1617/,突破上軌,16.15,15.74,17.72,,True,突破上軌,16.15,15.90,31.37,,True
2312.TW,https://www.tradingview.com/symbols/TWSE-2312/,突破上軌,33.30,32.90,30.30,,False,突破上軌,33.30,30.52,34.16,,True
2462.TW,https://www.tradingview.com/symbols/TWSE-2462/,突破上軌,26.00,25.95,26.45,,True,突破上軌,26.00,25.63,38.55,,True
2484.TW,https://www.tradingview.com/symbols/TWSE-2484/,突破上軌,27.00,26.73,25.30,,False,突破上軌,27.00,25.33,34.44,,True
3346.TW,https://www.tradingview.com/symbols/TWSE-3346/,突破上軌,21.05,20.53,27.99,,True,突破上軌,21.05,20.74,48.04,,True
3432.TW,https://www.tradingview.com/symbols/TWSE-3432/,突破上軌,15.95,15.56,17.80,,True,突破上軌,15.95,15.52,32.20,,True
3501.TW,https://www.tradingview.com/symbols/TWSE-3501/,突破上軌,57.60,55.82,58.62,,True,突破上軌,57.60,55.16,73.04,,True
3504.TW,https://www.tradingview.com/symbols/TWSE-3504/,突破上軌,57.50,56.07,65.40,,True,突破上軌,57.50,56.54,78.00,,True
3591.TW,https://www.tradingview.com/symbols/TWSE-3591/,突破上軌,20.40,19.87,20.44,,True,突破上軌,20.40,20.02,32.04,,True
3645.TW,https://www.tradingview.com/symbols/TWSE-3645/,突破上軌,60.00,58.38,83.40,,True,突破上軌,60.00,59.01,86.67,,True
4551.TW,https://www.tradingview.com/symbols/TWSE-4551/,突破上軌,125.50,124.72,178.00,,True,突破上軌,125.50,124.19,178.00,,True
4576.TW,https://www.tradingview.com/symbols/TWSE-4576/,突破上軌,121.50,120.77,143.24,,True,突破上軌,121.50,118.87,175.68,,True
5288.TW,https://www.tradingview.com/symbols/TWSE-5288/,突破上軌,160.00,158.67,155.00,,False,突破上軌,160.00,157.76,226.35,,True
5434.TW,https://www.tradingview.com/symbols/TWSE-5434/,突破上軌,330.00,329.21,355.00,,True,突破上軌,330.00,325.64,355.00,,True
6152.TW,https://www.tradingview.com/symbols/TWSE-6152/,突破上軌,12.85,12.64,12.00,,False,突破上軌,12.85,12.81,20.10,,True
6226.TW,https://www.tradingview.com/symbols/TWSE-6226/,突破上軌,8.32,8.13,8.43,,True,突破上軌,8.32,8.32,12.40,,True
6605.TW,https://www.tradingview.com/symbols/TWSE-6605/,突破上軌,153.00,152.07,187.81,,True,突破上軌,153.00,150.40,264.56,,True
6672.TW,https://www.tradingview.com/symbols/TWSE-6672/,突破上軌,103.00,102.94,121.00,,True,突破上軌,103.00,101.54,121.00,,True
6781.TW,https://www.tradingview.com/symbols/TWSE-6781/,跌破下軌,1170.00,1170.72,,770.62,True,跌破下軌,1170.00,1177.00,,414.95,True
6838.TW,https://www.tradingview.com/symbols/TWSE-6838/,突破上軌,29.75,29.05,43.45,,True,突破上軌,29.75,29.46,51.50,,True
6928.TW,https://www.tradingview.com/symbols/TWSE-6928/,突破上軌,57.20,55.96,84.40,,True,突破上軌,57.20,56.70,106.03,,True
8104.TW,https://www.tradingview.com/symbols/TWSE-8104/,突破上軌,37.10,36.31,45.10,,True,突破上軌,37.10,36.22,60.07,,True
8464.TW,https://www.tradingview.com/symbols/TWSE-8464/,突破上軌,423.00,420.29,505.00,,True,突破上軌,423.00,416.02,505.68,,True
8476.TW,https://www.tradingview.com/symbols/TWSE-8476/,突破上軌,24.75,24.61,22.72,,False,突破上軌,24.75,22.96,60.52,,True
8481.TW,https://www.tradingview.com/symbols/TWSE-8481/,突破上軌,42.00,41.86,47.85,,True,突破上軌,42.00,41.86,51.72,,True
2067.TWO,https://www.tradingview.com/symbols/TPEX-2067/,突破上軌,10.95,10.91,12.75,,True,突破上軌,10.95,10.90,13.60,,True
3066.TWO,https://www.tradingview.com/symbols/TPEX-3066/,突破上軌,15.50,15.08,19.80,,True,突破上軌,15.50,15.29,35.65,,True
3221.TWO,https://www.tradingview.com/symbols/TPEX-3221/,突破上軌,27.80,27.36,26.10,,False,突破上軌,27.80,26.57,32.25,,True
3511.TWO,https://www.tradingview.com/symbols/TPEX-3511/,突破上軌,22.65,22.51,25.85,,True,突破上軌,22.65,22.54,49.80,,True
3663.TWO,https://www.tradingview.com/symbols/TPEX-3663/,突破上軌,68.40,67.65,68.05,,False,突破上軌,68.40,67.44,112.75,,True
3691.TWO,https://www.tradingview.com/symbols/TPEX-3691/,突破上軌,104.50,102.58,98.00,,False,突破上軌,104.50,98.70,182.00,,True
4533.TWO,https://www.tradingview.com/symbols/TPEX-4533/,突破上軌,27.60,26.84,28.57,,True,突破上軌,27.60,26.65,51.63,,True
4534.TWO,https://www.tradingview.com/symbols/TPEX-4534/,突破上軌,16.35,15.94,22.10,,True,突破上軌,16.35,16.22,31.85,,True
4556.TWO,https://www.tradingview.com/symbols/TPEX-4556/,突破上軌,31.20,30.44,29.25,,False,突破上軌,31.20,29.46,46.53,,True
4923.TWO,https://www.tradingview.com/symbols/TPEX-4923/,突破上軌,31.10,30.33,42.80,,True,突破上軌,31.10,30.55,48.48,,True
5011.TWO,https://www.tradingview.com/symbols/TPEX-5011/,突破上軌,13.50,13.24,15.07,,True,突破上軌,13.50,12.70,26.56,,True
5381.TWO,https://www.tradingview.com/symbols/TPEX-5381/,突破上軌,29.00,28.38,30.50,,True,突破上軌,29.00,27.97,41.50,,True
6417.TWO,https://www.tradingview.com/symbols/TPEX-6417/,突破上軌,114.50,114.48,115.00,,True,突破上軌,114.50,113.41,117.74,,True
6609.TWO,https://www.tradingview.com/symbols/TPEX-6609/,突破上軌,41.25,40.88,56.84,,True,突破上軌,41.25,40.79,124.19,,True
8083.TWO,https://www.tradingview.com/symbols/TPEX-8083/,突破上軌,162.50,162.29,162.00,,False,突破上軌,162.50,161.79,171.22,,True
8289.TWO,https://www.tradingview.com/symbols/TPEX-8289/,突破上軌,26.25,26.08,25.00,,False,突破上軌,26.25,24.74,37.82,,True
8410.TWO,https://www.tradingview.com/symbols/TPEX-8410/,突破上軌,38.05,37.73,57.97,,True,突破上軌,38.05,38.02,86.68,,True
8932.TWO,https://www.tradingview.com/symbols/TPEX-8932/,突破上軌,188.00,184.32,248.50,,True,突破上軌,188.00,185.49,248.19,,True
