symbol,symbol_url,日K_status,日K_close,日K_bband,日K_prev_high,日K_prev_low,日K_strict_check,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check
1319.TW,https://www.tradingview.com/symbols/TWSE-1319/,突破上軌,112.00,109.86,130.34,,True,突破上軌,112.00,108.74,134.62,,True
1506.TW,https://www.tradingview.com/symbols/TWSE-1506/,突破上軌,12.90,12.65,14.95,,True,突破上軌,12.90,12.66,18.70,,True
1513.TW,https://www.tradingview.com/symbols/TWSE-1513/,突破上軌,160.00,159.59,174.50,,True,突破上軌,160.00,158.39,232.46,,True
1514.TW,https://www.tradingview.com/symbols/TWSE-1514/,突破上軌,114.00,112.95,120.00,,True,突破上軌,114.00,110.87,171.74,,True
1517.TW,https://www.tradingview.com/symbols/TWSE-1517/,突破上軌,12.25,12.12,15.05,,True,突破上軌,12.25,12.22,18.69,,True
1521.TW,https://www.tradingview.com/symbols/TWSE-1521/,突破上軌,26.75,26.05,30.20,,True,突破上軌,26.75,26.17,43.45,,True
1522.TW,https://www.tradingview.com/symbols/TWSE-1522/,突破上軌,51.10,50.72,51.60,,True,突破上軌,51.10,50.82,67.98,,True
1526.TW,https://www.tradingview.com/symbols/TWSE-1526/,突破上軌,18.70,18.21,23.80,,True,突破上軌,18.70,18.36,37.60,,True
1527.TW,https://www.tradingview.com/symbols/TWSE-1527/,突破上軌,35.55,34.93,39.30,,True,突破上軌,35.55,35.17,49.60,,True
1530.TW,https://www.tradingview.com/symbols/TWSE-1530/,突破上軌,30.10,29.86,31.34,,True,突破上軌,30.10,29.39,36.52,,True
1531.TW,https://www.tradingview.com/symbols/TWSE-1531/,突破上軌,12.55,12.46,13.22,,True,突破上軌,12.55,12.47,18.40,,True
1536.TW,https://www.tradingview.com/symbols/TWSE-1536/,突破上軌,64.70,63.45,77.10,,True,突破上軌,64.70,63.74,89.36,,True
1539.TW,https://www.tradingview.com/symbols/TWSE-1539/,突破上軌,19.60,19.06,20.01,,True,突破上軌,19.60,18.96,34.28,,True
1540.TW,https://www.tradingview.com/symbols/TWSE-1540/,突破上軌,28.00,27.73,32.13,,True,突破上軌,28.00,27.08,49.03,,True
1541.TW,https://www.tradingview.com/symbols/TWSE-1541/,突破上軌,25.50,24.87,31.97,,True,突破上軌,25.50,25.43,37.74,,True
1568.TW,https://www.tradingview.com/symbols/TWSE-1568/,突破上軌,25.75,25.28,25.15,,False,突破上軌,25.75,25.10,34.21,,True
1583.TW,https://www.tradingview.com/symbols/TWSE-1583/,突破上軌,48.70,48.21,59.54,,True,突破上軌,48.70,48.50,71.07,,True
1617.TW,https://www.tradingview.com/symbols/TWSE-1617/,突破上軌,16.80,16.60,17.72,,True,突破上軌,16.80,16.33,31.37,,True
1721.TW,https://www.tradingview.com/symbols/TWSE-1721/,突破上軌,20.60,20.19,18.75,,False,突破上軌,20.60,20.11,26.55,,True
1809.TW,https://www.tradingview.com/symbols/TWSE-1809/,突破上軌,22.75,22.35,22.25,,False,突破上軌,22.75,21.69,35.34,,True
2375.TW,https://www.tradingview.com/symbols/TWSE-2375/,突破上軌,104.50,104.49,106.00,,True,突破上軌,104.50,103.47,106.00,,True
2457.TW,https://www.tradingview.com/symbols/TWSE-2457/,突破上軌,32.25,31.52,35.00,,True,突破上軌,32.25,31.74,63.20,,True
2945.TW,https://www.tradingview.com/symbols/TWSE-2945/,突破上軌,39.50,39.07,39.50,,False,突破上軌,39.50,39.18,44.37,,True
3346.TW,https://www.tradingview.com/symbols/TWSE-3346/,突破上軌,21.55,21.47,27.99,,True,突破上軌,21.55,21.07,48.04,,True
3432.TW,https://www.tradingview.com/symbols/TWSE-3432/,突破上軌,17.50,16.99,17.80,,True,突破上軌,17.50,16.63,32.20,,True
3591.TW,https://www.tradingview.com/symbols/TWSE-3591/,突破上軌,21.20,20.96,20.44,,False,突破上軌,21.20,20.56,32.04,,True
3717.TW,https://www.tradingview.com/symbols/TWSE-3717/,突破上軌,19.55,19.23,21.50,,True,突破上軌,19.55,19.11,21.50,,True
4571.TW,https://www.tradingview.com/symbols/TWSE-4571/,突破上軌,174.50,174.38,216.00,,True,突破上軌,174.50,173.58,269.45,,True
5525.TW,https://www.tradingview.com/symbols/TWSE-5525/,跌破下軌,26.70,26.70,,27.00,False,跌破下軌,26.70,27.01,,21.90,True
6152.TW,https://www.tradingview.com/symbols/TWSE-6152/,突破上軌,14.10,13.85,12.85,,False,突破上軌,14.10,13.54,20.10,,True
6226.TW,https://www.tradingview.com/symbols/TWSE-6226/,突破上軌,9.15,8.88,8.43,,False,突破上軌,9.15,8.82,12.40,,True
6438.TW,https://www.tradingview.com/symbols/TWSE-6438/,突破上軌,158.00,154.81,206.05,,True,突破上軌,158.00,157.59,240.52,,True
6446.TW,https://www.tradingview.com/symbols/TWSE-6446/,突破上軌,587.00,573.73,568.00,,False,突破上軌,587.00,570.41,715.75,,True
6552.TW,https://www.tradingview.com/symbols/TWSE-6552/,突破上軌,26.90,26.80,30.19,,True,突破上軌,26.90,26.71,63.94,,True
6605.TW,https://www.tradingview.com/symbols/TWSE-6605/,突破上軌,159.50,159.06,187.81,,True,突破上軌,159.50,154.93,264.56,,True
6606.TW,https://www.tradingview.com/symbols/TWSE-6606/,突破上軌,25.75,25.71,28.15,,True,突破上軌,25.75,25.66,34.12,,True
6869.TW,https://www.tradingview.com/symbols/TWSE-6869/,突破上軌,104.50,102.82,180.31,,True,突破上軌,104.50,102.43,312.51,,True
7722.TW,https://www.tradingview.com/symbols/TWSE-7722/,跌破下軌,504.00,505.67,,519.00,False,跌破下軌,504.00,505.17,,424.93,True
7736.TW,https://www.tradingview.com/symbols/TWSE-7736/,突破上軌,96.40,94.18,111.09,,True,突破上軌,96.40,96.08,138.14,,True
8104.TW,https://www.tradingview.com/symbols/TWSE-8104/,突破上軌,39.95,39.33,45.10,,True,突破上軌,39.95,38.09,60.07,,True
8466.TW,https://www.tradingview.com/symbols/TWSE-8466/,突破上軌,23.90,23.32,30.22,,True,突破上軌,23.90,23.83,65.13,,True
9942.TW,https://www.tradingview.com/symbols/TWSE-9942/,突破上軌,110.00,109.39,115.00,,True,突破上軌,110.00,109.35,125.64,,True
2063.TWO,https://www.tradingview.com/symbols/TPEX-2063/,突破上軌,26.80,26.49,32.90,,True,突破上軌,26.80,26.65,53.68,,True
2065.TWO,https://www.tradingview.com/symbols/TPEX-2065/,突破上軌,32.85,32.37,43.20,,True,突破上軌,32.85,31.94,61.39,,True
2066.TWO,https://www.tradingview.com/symbols/TPEX-2066/,突破上軌,54.30,52.88,81.13,,True,突破上軌,54.30,53.85,141.80,,True
3066.TWO,https://www.tradingview.com/symbols/TPEX-3066/,突破上軌,15.80,15.80,19.80,,True,突破上軌,15.80,15.47,35.65,,True
3122.TWO,https://www.tradingview.com/symbols/TPEX-3122/,突破上軌,24.00,23.37,31.95,,True,突破上軌,24.00,23.94,64.00,,True
3272.TWO,https://www.tradingview.com/symbols/TPEX-3272/,突破上軌,21.70,21.21,27.75,,True,突破上軌,21.70,21.47,37.30,,True
3362.TWO,https://www.tradingview.com/symbols/TPEX-3362/,突破上軌,110.00,109.91,143.81,,True,突破上軌,110.00,106.03,297.04,,True
3567.TWO,https://www.tradingview.com/symbols/TPEX-3567/,突破上軌,29.25,28.45,27.85,,False,突破上軌,29.25,28.43,39.64,,True
3597.TWO,https://www.tradingview.com/symbols/TPEX-3597/,突破上軌,27.15,26.83,34.45,,True,突破上軌,27.15,26.84,54.43,,True
3675.TWO,https://www.tradingview.com/symbols/TPEX-3675/,突破上軌,155.50,152.43,183.00,,True,突破上軌,155.50,152.27,374.84,,True
3691.TWO,https://www.tradingview.com/symbols/TPEX-3691/,突破上軌,114.50,114.02,104.50,,False,突破上軌,114.50,105.53,182.00,,True
4510.TWO,https://www.tradingview.com/symbols/TPEX-4510/,突破上軌,49.15,48.77,56.80,,True,突破上軌,49.15,47.92,64.64,,True
4513.TWO,https://www.tradingview.com/symbols/TPEX-4513/,突破上軌,20.65,20.22,25.65,,True,突破上軌,20.65,20.23,87.58,,True
4533.TWO,https://www.tradingview.com/symbols/TPEX-4533/,突破上軌,30.35,29.78,28.57,,False,突破上軌,30.35,28.48,51.63,,True
4534.TWO,https://www.tradingview.com/symbols/TPEX-4534/,突破上軌,17.95,17.41,22.10,,True,突破上軌,17.95,17.27,31.85,,True
4550.TWO,https://www.tradingview.com/symbols/TPEX-4550/,突破上軌,26.75,26.60,27.40,,True,突破上軌,26.75,26.53,37.37,,True
4923.TWO,https://www.tradingview.com/symbols/TPEX-4923/,突破上軌,34.20,33.13,42.80,,True,突破上軌,34.20,32.74,48.48,,True
5452.TWO,https://www.tradingview.com/symbols/TPEX-5452/,突破上軌,34.85,34.18,32.96,,False,突破上軌,34.85,34.64,45.48,,True
5878.TWO,https://www.tradingview.com/symbols/TPEX-5878/,突破上軌,41.80,41.68,42.85,,True,突破上軌,41.80,41.73,48.85,,True
6570.TWO,https://www.tradingview.com/symbols/TPEX-6570/,突破上軌,40.50,40.48,50.90,,True,突破上軌,40.50,40.46,75.25,,True
6661.TWO,https://www.tradingview.com/symbols/TPEX-6661/,突破上軌,19.20,19.12,24.05,,True,突破上軌,19.20,19.14,39.40,,True
6840.TWO,https://www.tradingview.com/symbols/TPEX-6840/,突破上軌,69.30,67.67,73.00,,True,突破上軌,69.30,68.10,85.71,,True
7718.TWO,https://www.tradingview.com/symbols/TPEX-7718/,突破上軌,48.35,47.30,50.00,,True,突破上軌,48.35,47.88,60.65,,True
