symbol,symbol_url,日K_status,日K_close,日K_bband,日K_prev_high,日K_prev_low,日K_strict_check,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check
1528.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A1528,突破上軌,20.05,19.51,22.61,,True,突破上軌,20.05,19.02,23.75,,True
2329.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A2329,突破上軌,56.60,55.51,53.90,,False,突破上軌,56.60,55.14,84.61,,True
2497.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A2497,突破上軌,49.95,49.51,53.90,,True,突破上軌,49.95,49.69,86.28,,True
3006.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A3006,突破上軌,105.00,102.73,102.50,,False,突破上軌,105.00,104.30,106.21,,True
3092.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A3092,突破上軌,20.00,19.42,23.15,,True,突破上軌,20.00,19.34,36.50,,True
3669.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A3669,突破上軌,32.10,31.29,35.80,,True,突破上軌,32.10,31.82,57.56,,True
3701.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A3701,突破上軌,52.30,52.15,50.05,,False,突破上軌,52.30,48.69,69.45,,True
6205.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A6205,突破上軌,48.40,47.13,52.41,,True,突破上軌,48.40,46.45,85.12,,True
6423.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A6423,突破上軌,86.40,84.47,98.40,,True,突破上軌,86.40,84.38,130.89,,True
3264.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A3264,突破上軌,102.00,100.02,103.00,,True,突破上軌,102.00,100.87,103.00,,True
3372.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A3372,突破上軌,21.95,21.52,21.00,,False,突破上軌,21.95,21.92,26.80,,True
3390.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A3390,突破上軌,24.80,24.57,24.90,,True,突破上軌,24.80,24.54,37.13,,True
3444.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A3444,突破上軌,67.70,66.27,74.30,,True,突破上軌,67.70,64.89,127.06,,True
3689.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A3689,突破上軌,115.00,114.34,121.50,,True,突破上軌,115.00,113.00,121.50,,True
4542.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A4542,突破上軌,94.50,93.79,91.00,,False,突破上軌,94.50,93.69,120.00,,True
4707.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A4707,突破上軌,10.50,10.41,10.87,,True,突破上軌,10.50,10.41,17.36,,True
6026.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A6026,突破上軌,13.20,13.07,13.20,,False,突破上軌,13.20,12.98,14.58,,True
6234.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A6234,突破上軌,28.05,27.91,34.82,,True,突破上軌,28.05,27.40,34.82,,True
6236.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A6236,跌破下軌,21.75,23.77,,21.35,True,跌破下軌,21.75,23.32,,21.35,True
6259.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A6259,突破上軌,18.85,18.66,18.80,,False,突破上軌,18.85,18.81,23.10,,True
