symbol,symbol_url,日K_status,日K_close,日K_bband,日K_prev_high,日K_prev_low,日K_strict_check,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check
1503.TW,https://www.tradingview.com/symbols/TWSE-1503/,突破上軌,198.00,192.59,213.00,,True,突破上軌,198.00,192.05,345.56,,True
1513.TW,https://www.tradingview.com/symbols/TWSE-1513/,突破上軌,157.00,154.80,174.50,,True,突破上軌,157.00,156.57,232.46,,True
1514.TW,https://www.tradingview.com/symbols/TWSE-1514/,突破上軌,108.50,105.98,120.00,,True,突破上軌,108.50,107.30,171.74,,True
1529.TW,https://www.tradingview.com/symbols/TWSE-1529/,突破上軌,21.80,21.66,30.86,,True,突破上軌,21.80,21.24,41.33,,True
1530.TW,https://www.tradingview.com/symbols/TWSE-1530/,突破上軌,28.30,28.09,31.34,,True,突破上軌,28.30,28.18,36.52,,True
1597.TW,https://www.tradingview.com/symbols/TWSE-1597/,突破上軌,78.70,77.66,97.29,,True,突破上軌,78.70,77.61,129.92,,True
1611.TW,https://www.tradingview.com/symbols/TWSE-1611/,突破上軌,14.00,13.82,14.90,,True,突破上軌,14.00,13.91,21.45,,True
1711.TW,https://www.tradingview.com/symbols/TWSE-1711/,突破上軌,24.30,24.18,23.15,,False,突破上軌,24.30,23.52,28.97,,True
2028.TW,https://www.tradingview.com/symbols/TWSE-2028/,突破上軌,19.90,19.70,19.85,,False,突破上軌,19.90,19.51,29.53,,True
2049.TW,https://www.tradingview.com/symbols/TWSE-2049/,突破上軌,212.50,211.16,247.58,,True,突破上軌,212.50,212.10,367.17,,True
2062.TW,https://www.tradingview.com/symbols/TWSE-2062/,突破上軌,22.65,22.14,26.04,,True,突破上軌,22.65,22.56,40.40,,True
2305.TW,https://www.tradingview.com/symbols/TWSE-2305/,突破上軌,14.95,14.66,13.60,,False,突破上軌,14.95,13.92,30.50,,True
2312.TW,https://www.tradingview.com/symbols/TWSE-2312/,突破上軌,30.30,29.56,27.55,,False,突破上軌,30.30,28.36,34.16,,True
2331.TW,https://www.tradingview.com/symbols/TWSE-2331/,突破上軌,28.80,28.02,26.50,,False,突破上軌,28.80,28.09,39.63,,True
2332.TW,https://www.tradingview.com/symbols/TWSE-2332/,突破上軌,17.05,16.64,18.95,,True,突破上軌,17.05,16.96,28.43,,True
2371.TW,https://www.tradingview.com/symbols/TWSE-2371/,突破上軌,37.55,37.11,43.85,,True,突破上軌,37.55,36.96,69.54,,True
2390.TW,https://www.tradingview.com/symbols/TWSE-2390/,突破上軌,10.95,10.72,12.65,,True,突破上軌,10.95,10.77,15.75,,True
2419.TW,https://www.tradingview.com/symbols/TWSE-2419/,突破上軌,32.75,32.36,30.95,,False,突破上軌,32.75,30.85,41.60,,True
2420.TW,https://www.tradingview.com/symbols/TWSE-2420/,突破上軌,52.10,51.93,57.50,,True,突破上軌,52.10,52.09,75.24,,True
2431.TW,https://www.tradingview.com/symbols/TWSE-2431/,突破上軌,12.45,12.44,15.05,,True,突破上軌,12.45,12.45,21.25,,True
2453.TW,https://www.tradingview.com/symbols/TWSE-2453/,突破上軌,57.00,56.65,65.00,,True,突破上軌,57.00,56.31,75.49,,True
2482.TW,https://www.tradingview.com/symbols/TWSE-2482/,突破上軌,18.50,18.42,23.50,,True,突破上軌,18.50,18.30,44.19,,True
2484.TW,https://www.tradingview.com/symbols/TWSE-2484/,突破上軌,25.30,24.54,24.15,,False,突破上軌,25.30,24.11,34.44,,True
3050.TW,https://www.tradingview.com/symbols/TWSE-3050/,突破上軌,15.30,15.03,15.00,,False,突破上軌,15.30,15.22,28.07,,True
3062.TW,https://www.tradingview.com/symbols/TWSE-3062/,突破上軌,25.80,25.70,29.40,,True,突破上軌,25.80,25.78,41.15,,True
3501.TW,https://www.tradingview.com/symbols/TWSE-3501/,突破上軌,52.40,51.35,58.62,,True,突破上軌,52.40,51.50,73.04,,True
4106.TW,https://www.tradingview.com/symbols/TWSE-4106/,突破上軌,22.75,22.66,22.91,,True,突破上軌,22.75,22.70,27.46,,True
4576.TW,https://www.tradingview.com/symbols/TWSE-4576/,突破上軌,116.50,115.84,143.24,,True,突破上軌,116.50,115.79,175.68,,True
4588.TW,https://www.tradingview.com/symbols/TWSE-4588/,突破上軌,66.80,65.25,84.30,,True,突破上軌,66.80,66.65,139.83,,True
4755.TW,https://www.tradingview.com/symbols/TWSE-4755/,突破上軌,127.50,126.53,134.00,,True,突破上軌,127.50,124.69,157.76,,True
4930.TW,https://www.tradingview.com/symbols/TWSE-4930/,突破上軌,22.55,22.47,25.45,,True,突破上軌,22.55,22.54,34.51,,True
5434.TW,https://www.tradingview.com/symbols/TWSE-5434/,突破上軌,324.00,320.84,355.00,,True,突破上軌,324.00,321.98,355.00,,True
6142.TW,https://www.tradingview.com/symbols/TWSE-6142/,突破上軌,10.10,9.85,11.60,,True,突破上軌,10.10,9.94,13.95,,True
6216.TW,https://www.tradingview.com/symbols/TWSE-6216/,突破上軌,29.15,28.43,31.70,,True,突破上軌,29.15,28.63,49.66,,True
6449.TW,https://www.tradingview.com/symbols/TWSE-6449/,突破上軌,189.00,186.67,232.00,,True,突破上軌,189.00,187.04,232.00,,True
6550.TW,https://www.tradingview.com/symbols/TWSE-6550/,突破上軌,32.95,32.70,46.50,,True,突破上軌,32.95,32.75,78.00,,True
6605.TW,https://www.tradingview.com/symbols/TWSE-6605/,突破上軌,147.50,146.71,187.81,,True,突破上軌,147.50,146.85,264.56,,True
6641.TW,https://www.tradingview.com/symbols/TWSE-6641/,突破上軌,25.75,25.16,23.45,,False,突破上軌,25.75,24.36,42.28,,True
6672.TW,https://www.tradingview.com/symbols/TWSE-6672/,突破上軌,100.50,99.06,121.00,,True,突破上軌,100.50,100.07,121.00,,True
6674.TW,https://www.tradingview.com/symbols/TWSE-6674/,突破上軌,22.15,21.78,31.20,,True,突破上軌,22.15,21.91,32.45,,True
6792.TW,https://www.tradingview.com/symbols/TWSE-6792/,突破上軌,58.00,57.60,69.70,,True,突破上軌,58.00,56.29,83.30,,True
8114.TW,https://www.tradingview.com/symbols/TWSE-8114/,突破上軌,200.50,199.48,322.80,,True,突破上軌,200.50,199.39,371.98,,True
8476.TW,https://www.tradingview.com/symbols/TWSE-8476/,突破上軌,22.70,22.21,22.72,,True,突破上軌,22.70,21.49,60.52,,True
9955.TW,https://www.tradingview.com/symbols/TWSE-9955/,突破上軌,40.55,39.53,36.90,,False,突破上軌,40.55,38.06,42.10,,True
6969.TW,https://www.tradingview.com/symbols/TWSE-6969/,突破上軌,39.50,38.59,53.70,,True,突破上軌,39.50,38.23,69.70,,True
1268.TWO,https://www.tradingview.com/symbols/TPEX-1268/,突破上軌,163.00,162.91,164.00,,True,突破上軌,163.00,162.48,164.00,,True
3152.TWO,https://www.tradingview.com/symbols/TPEX-3152/,突破上軌,183.00,178.50,171.00,,False,突破上軌,183.00,179.68,232.39,,True
3221.TWO,https://www.tradingview.com/symbols/TPEX-3221/,突破上軌,26.10,25.62,25.50,,False,突破上軌,26.10,25.47,32.25,,True
3339.TWO,https://www.tradingview.com/symbols/TPEX-3339/,突破上軌,28.20,28.15,45.30,,True,突破上軌,28.20,28.11,53.50,,True
3691.TWO,https://www.tradingview.com/symbols/TPEX-3691/,突破上軌,95.00,93.16,98.00,,True,突破上軌,95.00,92.57,182.00,,True
4556.TWO,https://www.tradingview.com/symbols/TPEX-4556/,突破上軌,28.40,27.52,29.25,,True,突破上軌,28.40,27.53,46.53,,True
4711.TWO,https://www.tradingview.com/symbols/TPEX-4711/,突破上軌,15.75,15.65,18.80,,True,突破上軌,15.75,15.67,20.21,,True
5011.TWO,https://www.tradingview.com/symbols/TPEX-5011/,突破上軌,12.30,12.03,15.07,,True,突破上軌,12.30,11.85,26.56,,True
5324.TWO,https://www.tradingview.com/symbols/TPEX-5324/,突破上軌,10.90,10.89,15.00,,True,突破上軌,10.90,10.86,16.60,,True
5381.TWO,https://www.tradingview.com/symbols/TPEX-5381/,突破上軌,26.90,26.58,30.50,,True,突破上軌,26.90,26.61,41.50,,True
5410.TWO,https://www.tradingview.com/symbols/TPEX-5410/,突破上軌,31.95,31.72,42.10,,True,突破上軌,31.95,31.87,42.10,,True
5530.TWO,https://www.tradingview.com/symbols/TPEX-5530/,突破上軌,52.00,50.79,73.50,,True,突破上軌,52.00,51.17,90.00,,True
6182.TWO,https://www.tradingview.com/symbols/TPEX-6182/,突破上軌,39.60,39.38,37.30,,False,突破上軌,39.60,37.86,42.76,,True
6227.TWO,https://www.tradingview.com/symbols/TPEX-6227/,突破上軌,91.90,91.85,113.70,,True,突破上軌,91.90,91.74,131.46,,True
6284.TWO,https://www.tradingview.com/symbols/TPEX-6284/,突破上軌,93.20,90.82,89.50,,False,突破上軌,93.20,91.56,100.83,,True
6517.TWO,https://www.tradingview.com/symbols/TPEX-6517/,突破上軌,79.80,79.50,85.50,,True,突破上軌,79.80,77.89,110.11,,True
7715.TWO,https://www.tradingview.com/symbols/TPEX-7715/,突破上軌,40.00,39.06,42.16,,True,突破上軌,40.00,37.47,65.22,,True
8091.TWO,https://www.tradingview.com/symbols/TPEX-8091/,突破上軌,127.00,126.78,123.00,,False,突破上軌,127.00,125.85,164.48,,True
8176.TWO,https://www.tradingview.com/symbols/TPEX-8176/,突破上軌,11.45,11.30,13.05,,True,突破上軌,11.45,11.34,20.60,,True
8182.TWO,https://www.tradingview.com/symbols/TPEX-8182/,突破上軌,28.50,27.89,29.10,,True,突破上軌,28.50,27.86,37.25,,True
8289.TWO,https://www.tradingview.com/symbols/TPEX-8289/,突破上軌,25.00,24.22,23.15,,False,突破上軌,25.00,23.84,37.82,,True
8423.TWO,https://www.tradingview.com/symbols/TPEX-8423/,突破上軌,18.75,18.72,19.50,,True,突破上軌,18.75,18.64,28.42,,True
8433.TWO,https://www.tradingview.com/symbols/TPEX-8433/,突破上軌,58.80,58.21,81.27,,True,突破上軌,58.80,56.98,95.59,,True
8440.TWO,https://www.tradingview.com/symbols/TPEX-8440/,突破上軌,29.70,28.80,35.50,,True,突破上軌,29.70,28.48,58.19,,True
8941.TWO,https://www.tradingview.com/symbols/TPEX-8941/,突破上軌,46.00,45.91,58.14,,True,突破上軌,46.00,45.89,68.66,,True
