symbol,symbol_url,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check,月K_status,月K_close,月K_bband,月K_prev_high,月K_prev_low,月K_strict_check
1528.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A1528,突破上軌,20.05,19.02,23.75,,True,突破上軌,22.05,20.87,23.75,,True
1721.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A1721,突破上軌,13.95,13.59,26.55,,True,突破上軌,15.30,14.95,33.22,,True
1735.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A1735,突破上軌,19.20,18.17,28.16,,True,突破上軌,18.70,18.51,28.16,,True
2069.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A2069,突破上軌,18.00,17.91,19.61,,True,突破上軌,18.70,18.21,38.44,,True
2548.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A2548,突破上軌,120.50,119.38,155.54,,True,突破上軌,118.00,115.74,155.54,,True
3008.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A3008,突破上軌,2385.00,2383.60,3119.92,,True,突破上軌,2500.00,2492.58,3110.27,,True
3057.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A3057,突破上軌,21.50,21.39,27.50,,True,突破上軌,20.85,20.25,30.03,,True
3138.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A3138,突破上軌,110.00,109.25,155.43,,True,突破上軌,107.00,106.68,458.97,,True
4967.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A4967,突破上軌,159.50,155.20,175.50,,True,突破上軌,166.50,164.71,175.50,,True
5522.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A5522,突破上軌,80.80,80.31,91.39,,True,突破上軌,76.00,73.94,91.39,,True
6152.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A6152,突破上軌,11.35,11.12,20.10,,True,突破上軌,11.10,11.02,20.10,,True
6443.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A6443,突破上軌,29.10,27.48,32.56,,True,突破上軌,27.70,24.61,48.58,,True
3152.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A3152,突破上軌,152.50,147.05,232.39,,True,突破上軌,152.50,147.30,521.89,,True
3264.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A3264,突破上軌,102.00,100.87,103.00,,True,突破上軌,112.00,109.13,103.00,,False
3265.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A3265,突破上軌,122.50,119.20,136.77,,True,突破上軌,122.00,117.24,136.77,,True
3354.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A3354,突破上軌,28.35,26.84,35.07,,True,突破上軌,31.15,27.63,35.07,,True
3372.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A3372,突破上軌,21.95,21.92,26.80,,True,突破上軌,23.70,22.19,29.59,,True
3390.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A3390,突破上軌,24.80,24.54,37.13,,True,突破上軌,25.60,25.10,37.13,,True
3444.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A3444,突破上軌,67.70,64.89,127.06,,True,突破上軌,73.10,72.72,127.06,,True
3499.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A3499,突破上軌,20.20,19.03,26.85,,True,突破上軌,19.45,18.67,30.00,,True
4542.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A4542,突破上軌,94.50,93.69,120.00,,True,突破上軌,93.80,88.52,120.00,,True
6127.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A6127,突破上軌,35.95,35.28,37.77,,True,突破上軌,34.45,33.79,37.77,,True
6218.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A6218,突破上軌,27.10,25.48,39.40,,True,突破上軌,26.90,25.34,39.40,,True
6234.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A6234,突破上軌,28.05,27.40,34.82,,True,突破上軌,30.85,30.48,38.81,,True
6236.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A6236,跌破下軌,21.75,23.32,,21.35,True,跌破下軌,19.60,21.20,,7.75,True
6244.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A6244,突破上軌,22.65,21.81,34.26,,True,突破上軌,21.55,21.29,41.45,,True
6259.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A6259,突破上軌,18.85,18.81,23.10,,True,突破上軌,18.50,18.04,40.90,,True
8102.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A8102,跌破下軌,56.30,59.11,,62.60,False,跌破下軌,54.90,58.15,,40.60,True
