symbol,symbol_url,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check,月K_status,月K_close,月K_bband,月K_prev_high,月K_prev_low,月K_strict_check
1605.TW,https://www.tradingview.com/symbols/TWSE-1605/,突破上軌,37.60,37.04,39.77,,True,突破上軌,39.55,38.86,54.11,,True
1713.TW,https://www.tradingview.com/symbols/TWSE-1713/,突破上軌,47.30,46.94,54.50,,True,突破上軌,51.40,51.39,52.22,,True
1714.TW,https://www.tradingview.com/symbols/TWSE-1714/,突破上軌,8.95,8.81,10.09,,True,突破上軌,8.89,8.86,11.27,,True
1789.TW,https://www.tradingview.com/symbols/TWSE-1789/,突破上軌,23.40,21.79,29.57,,True,突破上軌,23.65,22.32,34.29,,True
2030.TW,https://www.tradingview.com/symbols/TWSE-2030/,突破上軌,15.25,15.02,18.86,,True,突破上軌,15.70,15.49,41.37,,True
2032.TW,https://www.tradingview.com/symbols/TWSE-2032/,突破上軌,16.25,16.01,21.81,,True,突破上軌,16.75,16.62,41.81,,True
2303.TW,https://www.tradingview.com/symbols/TWSE-2303/,突破上軌,55.10,54.90,52.98,,False,突破上軌,55.30,54.13,56.10,,True
2409.TW,https://www.tradingview.com/symbols/TWSE-2409/,突破上軌,14.50,13.95,18.60,,True,突破上軌,15.30,14.81,32.45,,True
3138.TW,https://www.tradingview.com/symbols/TWSE-3138/,突破上軌,124.50,123.22,151.15,,True,突破上軌,136.50,128.52,458.97,,True
3481.TW,https://www.tradingview.com/symbols/TWSE-3481/,突破上軌,20.00,19.54,18.50,,False,突破上軌,22.00,20.63,29.45,,True
3532.TW,https://www.tradingview.com/symbols/TWSE-3532/,突破上軌,110.50,108.75,178.55,,True,突破上軌,121.00,119.81,335.02,,True
3669.TW,https://www.tradingview.com/symbols/TWSE-3669/,突破上軌,39.80,37.94,57.56,,True,突破上軌,40.40,39.22,75.48,,True
4720.TW,https://www.tradingview.com/symbols/TWSE-4720/,突破上軌,17.60,17.41,23.44,,True,突破上軌,17.55,17.35,23.44,,True
5538.TW,https://www.tradingview.com/symbols/TWSE-5538/,突破上軌,32.90,32.29,38.88,,True,突破上軌,33.20,32.39,55.29,,True
6116.TW,https://www.tradingview.com/symbols/TWSE-6116/,突破上軌,10.50,9.73,12.70,,True,突破上軌,10.65,9.90,27.54,,True
8438.TW,https://www.tradingview.com/symbols/TWSE-8438/,突破上軌,50.80,49.49,52.26,,True,突破上軌,51.90,48.45,58.53,,True
3374.TWO,https://www.tradingview.com/symbols/TPEX-3374/,突破上軌,170.50,165.39,277.91,,True,突破上軌,184.00,175.53,277.91,,True
3623.TWO,https://www.tradingview.com/symbols/TPEX-3623/,突破上軌,30.30,28.94,51.00,,True,突破上軌,31.05,29.70,54.70,,True
3680.TWO,https://www.tradingview.com/symbols/TPEX-3680/,突破上軌,408.00,397.64,592.56,,True,突破上軌,425.00,414.75,592.55,,True
4130.TWO,https://www.tradingview.com/symbols/TPEX-4130/,突破上軌,33.25,31.98,28.75,,False,突破上軌,36.55,34.09,39.13,,True
5228.TWO,https://www.tradingview.com/symbols/TPEX-5228/,突破上軌,22.25,21.48,25.90,,True,突破上軌,24.25,22.89,33.36,,True
5263.TWO,https://www.tradingview.com/symbols/TPEX-5263/,突破上軌,118.50,117.68,202.83,,True,突破上軌,120.50,119.33,202.83,,True
5291.TWO,https://www.tradingview.com/symbols/TPEX-5291/,突破上軌,37.00,34.72,30.10,,False,突破上軌,40.70,36.97,44.35,,True
5302.TWO,https://www.tradingview.com/symbols/TPEX-5302/,突破上軌,11.30,10.77,15.80,,True,突破上軌,12.40,11.90,22.45,,True
5347.TWO,https://www.tradingview.com/symbols/TPEX-5347/,突破上軌,108.50,105.72,136.77,,True,突破上軌,119.00,115.45,145.92,,True
5351.TWO,https://www.tradingview.com/symbols/TPEX-5351/,突破上軌,60.10,59.37,57.60,,False,突破上軌,62.00,59.93,95.90,,True
6015.TWO,https://www.tradingview.com/symbols/TPEX-6015/,突破上軌,12.60,12.15,13.02,,True,突破上軌,12.30,11.97,21.65,,True
6020.TWO,https://www.tradingview.com/symbols/TPEX-6020/,突破上軌,19.60,19.56,20.80,,True,突破上軌,19.40,19.35,23.12,,True
6026.TWO,https://www.tradingview.com/symbols/TPEX-6026/,突破上軌,14.15,14.00,14.58,,True,突破上軌,14.05,14.04,15.10,,True
6270.TWO,https://www.tradingview.com/symbols/TPEX-6270/,突破上軌,24.10,23.77,35.96,,True,突破上軌,25.75,25.25,34.84,,True
6485.TWO,https://www.tradingview.com/symbols/TPEX-6485/,突破上軌,99.30,96.36,99.47,,True,突破上軌,100.50,97.74,166.67,,True
8080.TWO,https://www.tradingview.com/symbols/TPEX-8080/,突破上軌,32.70,31.76,42.00,,True,突破上軌,35.95,34.55,42.00,,True
