symbol,symbol_url,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check,月K_status,月K_close,月K_bband,月K_prev_high,月K_prev_low,月K_strict_check
1216.TW,https://tw.tradingview.com/symbols/TWSE-1216/,跌破下軌,71.70,71.08,,66.26,False,跌破下軌,71.70,72.20,,53.91,False
1301.TW,https://tw.tradingview.com/symbols/TWSE-1301/,突破上軌,47.30,46.99,72.14,,False,突破上軌,47.30,47.21,103.43,,False
1304.TW,https://tw.tradingview.com/symbols/TWSE-1304/,突破上軌,12.05,12.14,18.11,,False,突破上軌,12.05,12.10,36.95,,False
1323.TW,https://tw.tradingview.com/symbols/TWSE-1323/,跌破下軌,18.75,18.73,,17.38,False,跌破下軌,18.75,18.72,,17.38,False
1326.TW,https://tw.tradingview.com/symbols/TWSE-1326/,突破上軌,42.35,40.43,55.75,,False,突破上軌,42.35,41.13,81.92,,False
1434.TW,https://tw.tradingview.com/symbols/TWSE-1434/,突破上軌,16.65,16.76,22.74,,False,突破上軌,16.65,16.64,28.36,,False
1471.TW,https://tw.tradingview.com/symbols/TWSE-1471/,突破上軌,12.50,12.59,19.25,,False,突破上軌,12.50,12.40,23.65,,False
1590.TW,https://tw.tradingview.com/symbols/TWSE-1590/,突破上軌,1140.00,1120.24,1231.14,,False,突破上軌,1140.00,1104.36,1231.14,,False
2007.TW,https://tw.tradingview.com/symbols/TWSE-2007/,突破上軌,9.03,8.89,13.65,,False,突破上軌,9.03,9.03,34.90,,False
2013.TW,https://tw.tradingview.com/symbols/TWSE-2013/,突破上軌,42.95,43.07,63.28,,False,突破上軌,42.95,43.07,70.52,,False
2014.TW,https://tw.tradingview.com/symbols/TWSE-2014/,突破上軌,19.75,18.94,26.15,,False,突破上軌,19.75,18.85,56.90,,False
2022.TW,https://tw.tradingview.com/symbols/TWSE-2022/,突破上軌,9.15,9.18,13.31,,False,突破上軌,9.15,8.99,38.58,,False
2028.TW,https://tw.tradingview.com/symbols/TWSE-2028/,突破上軌,20.10,20.14,29.53,,False,突破上軌,20.10,20.18,55.56,,False
2030.TW,https://tw.tradingview.com/symbols/TWSE-2030/,突破上軌,17.50,17.54,18.86,,False,突破上軌,17.50,16.71,41.37,,False
2032.TW,https://tw.tradingview.com/symbols/TWSE-2032/,突破上軌,17.95,18.06,21.81,,False,突破上軌,17.95,17.36,41.81,,False
2038.TW,https://tw.tradingview.com/symbols/TWSE-2038/,突破上軌,16.55,16.22,22.84,,False,突破上軌,16.55,16.59,60.01,,False
2049.TW,https://tw.tradingview.com/symbols/TWSE-2049/,突破上軌,250.00,246.50,367.17,,False,突破上軌,250.00,247.01,395.98,,False
2233.TW,https://tw.tradingview.com/symbols/TWSE-2233/,突破上軌,289.50,280.09,277.22,,True,突破上軌,289.50,287.06,277.22,,True
2337.TW,https://tw.tradingview.com/symbols/TWSE-2337/,突破上軌,92.80,90.90,78.80,,True,突破上軌,92.80,77.09,42.43,,True
2367.TW,https://tw.tradingview.com/symbols/TWSE-2367/,突破上軌,51.80,50.68,44.58,,True,突破上軌,51.80,45.38,44.58,,True
2408.TW,https://tw.tradingview.com/symbols/TWSE-2408/,突破上軌,326.50,325.88,282.50,,True,突破上軌,326.50,296.04,201.00,,True
2431.TW,https://tw.tradingview.com/symbols/TWSE-2431/,突破上軌,15.75,15.48,21.25,,False,突破上軌,15.75,15.01,21.25,,False
2442.TW,https://tw.tradingview.com/symbols/TWSE-2442/,跌破下軌,21.25,21.07,,18.45,False,跌破下軌,21.25,21.22,,7.79,False
2454.TW,https://tw.tradingview.com/symbols/TWSE-2454/,突破上軌,1760.00,1728.98,1630.00,,True,突破上軌,1760.00,1663.30,1515.62,,True
2486.TW,https://tw.tradingview.com/symbols/TWSE-2486/,突破上軌,128.00,121.13,150.55,,False,突破上軌,128.00,120.13,150.55,,False
2536.TW,https://tw.tradingview.com/symbols/TWSE-2536/,跌破下軌,22.45,22.35,,23.00,True,跌破下軌,22.45,22.72,,17.94,False
2945.TW,https://tw.tradingview.com/symbols/TWSE-2945/,突破上軌,41.95,41.18,44.37,,False,突破上軌,41.95,41.06,95.04,,False
3010.TW,https://tw.tradingview.com/symbols/TWSE-3010/,突破上軌,124.50,125.56,143.54,,False,突破上軌,124.50,121.61,143.54,,False
3028.TW,https://tw.tradingview.com/symbols/TWSE-3028/,突破上軌,46.00,44.79,42.50,,True,突破上軌,46.00,43.75,41.00,,True
3037.TW,https://tw.tradingview.com/symbols/TWSE-3037/,突破上軌,378.50,373.71,343.00,,True,突破上軌,378.50,334.99,236.39,,True
3189.TW,https://tw.tradingview.com/symbols/TWSE-3189/,突破上軌,252.00,243.13,213.17,,True,突破上軌,252.00,230.49,231.10,,True
5007.TW,https://tw.tradingview.com/symbols/TWSE-5007/,突破上軌,60.20,59.25,57.00,,True,突破上軌,60.20,59.09,56.20,,True
6285.TW,https://tw.tradingview.com/symbols/TWSE-6285/,突破上軌,185.00,174.83,161.06,,True,突破上軌,185.00,169.93,161.06,,True
6426.TW,https://tw.tradingview.com/symbols/TWSE-6426/,突破上軌,122.50,121.51,113.25,,True,突破上軌,122.50,114.73,113.25,,True
6442.TW,https://tw.tradingview.com/symbols/TWSE-6442/,突破上軌,1785.00,1696.18,1455.00,,True,突破上軌,1785.00,1799.32,1440.00,,True
6446.TW,https://tw.tradingview.com/symbols/TWSE-6446/,突破上軌,770.00,722.11,715.75,,True,突破上軌,770.00,699.50,715.75,,True
6552.TW,https://tw.tradingview.com/symbols/TWSE-6552/,突破上軌,30.50,29.47,63.94,,False,突破上軌,30.50,30.73,75.06,,False
6770.TW,https://tw.tradingview.com/symbols/TWSE-6770/,突破上軌,69.50,70.07,68.50,,True,突破上軌,69.50,62.45,80.93,,False
7795.TW,https://tw.tradingview.com/symbols/TWSE-7795/,突破上軌,449.00,433.15,401.00,,True,突破上軌,449.00,394.89,263.50,,True
9911.TW,https://tw.tradingview.com/symbols/TWSE-9911/,跌破下軌,83.20,82.77,,63.04,False,跌破下軌,83.20,82.58,,38.36,False
9942.TW,https://tw.tradingview.com/symbols/TWSE-9942/,突破上軌,113.50,114.06,125.64,,False,突破上軌,113.50,114.00,139.28,,False
3081.TWO,https://tw.tradingview.com/symbols/TPEX-3081/,突破上軌,1000.00,935.35,810.00,,True,突破上軌,1000.00,903.37,653.00,,True
3221.TWO,https://tw.tradingview.com/symbols/TPEX-3221/,突破上軌,30.10,30.35,32.25,,False,突破上軌,30.10,28.93,38.28,,False
3234.TWO,https://tw.tradingview.com/symbols/TPEX-3234/,突破上軌,61.00,59.05,59.50,,True,突破上軌,61.00,57.30,59.50,,True
3556.TWO,https://tw.tradingview.com/symbols/TPEX-3556/,突破上軌,44.50,43.58,58.98,,False,突破上軌,44.50,43.88,86.55,,False
4105.TWO,https://tw.tradingview.com/symbols/TPEX-4105/,突破上軌,85.30,85.84,85.40,,False,突破上軌,85.30,85.19,85.40,,False
4121.TWO,https://tw.tradingview.com/symbols/TPEX-4121/,突破上軌,18.50,17.86,27.73,,False,突破上軌,18.50,17.97,34.54,,False
4126.TWO,https://tw.tradingview.com/symbols/TPEX-4126/,跌破下軌,81.60,81.10,,75.87,False,跌破下軌,81.60,81.66,,48.68,False
4127.TWO,https://tw.tradingview.com/symbols/TPEX-4127/,突破上軌,41.50,40.45,47.12,,False,突破上軌,41.50,41.24,47.12,,False
4192.TWO,https://tw.tradingview.com/symbols/TPEX-4192/,跌破下軌,23.30,23.10,,23.90,True,跌破下軌,23.30,23.34,,24.00,True
4406.TWO,https://tw.tradingview.com/symbols/TPEX-4406/,突破上軌,10.70,10.61,11.80,,False,突破上軌,10.70,10.62,15.50,,False
4528.TWO,https://tw.tradingview.com/symbols/TPEX-4528/,突破上軌,20.60,20.71,30.93,,False,突破上軌,20.60,20.72,46.33,,False
4534.TWO,https://tw.tradingview.com/symbols/TPEX-4534/,突破上軌,23.85,23.48,31.85,,False,突破上軌,23.85,23.62,31.85,,False
5403.TWO,https://tw.tradingview.com/symbols/TPEX-5403/,跌破下軌,111.00,111.78,,97.81,False,跌破下軌,111.00,110.35,,37.70,False
5523.TWO,https://tw.tradingview.com/symbols/TPEX-5523/,突破上軌,30.45,30.61,34.00,,False,突破上軌,30.45,30.51,34.00,,False
5604.TWO,https://tw.tradingview.com/symbols/TPEX-5604/,突破上軌,38.40,38.65,46.93,,False,突破上軌,38.40,38.43,78.90,,False
5704.TWO,https://tw.tradingview.com/symbols/TPEX-5704/,跌破下軌,22.55,23.40,,22.50,False,跌破下軌,22.55,23.42,,22.50,False
5864.TWO,https://tw.tradingview.com/symbols/TPEX-5864/,突破上軌,24.00,23.91,22.15,,True,突破上軌,24.00,21.87,26.29,,False
5904.TWO,https://tw.tradingview.com/symbols/TPEX-5904/,跌破下軌,396.00,395.15,,398.50,True,跌破下軌,396.00,403.23,,212.04,False
6492.TWO,https://tw.tradingview.com/symbols/TPEX-6492/,突破上軌,59.60,58.61,64.50,,False,突破上軌,59.60,56.56,206.00,,False
6510.TWO,https://tw.tradingview.com/symbols/TPEX-6510/,突破上軌,3305.00,3248.43,3120.00,,True,突破上軌,3305.00,3209.19,2490.00,,True
6588.TWO,https://tw.tradingview.com/symbols/TPEX-6588/,突破上軌,67.50,66.37,57.20,,True,突破上軌,67.50,60.48,138.99,,False
6683.TWO,https://tw.tradingview.com/symbols/TPEX-6683/,突破上軌,576.00,543.01,524.04,,True,突破上軌,576.00,563.70,524.04,,True
6741.TWO,https://tw.tradingview.com/symbols/TPEX-6741/,跌破下軌,66.20,66.99,,64.57,False,跌破下軌,66.20,66.08,,64.57,False
6961.TWO,https://tw.tradingview.com/symbols/TPEX-6961/,跌破下軌,57.80,57.82,,60.30,True,跌破下軌,57.80,59.07,,62.34,True
6968.TWO,https://tw.tradingview.com/symbols/TPEX-6968/,跌破下軌,48.85,48.84,,52.16,True,跌破下軌,48.85,49.71,,49.28,True
7709.TWO,https://tw.tradingview.com/symbols/TPEX-7709/,突破上軌,63.10,57.27,66.70,,False,突破上軌,63.10,56.65,66.70,,False
8096.TWO,https://tw.tradingview.com/symbols/TPEX-8096/,突破上軌,76.30,69.93,80.82,,False,突破上軌,76.30,71.07,80.82,,False
8155.TWO,https://tw.tradingview.com/symbols/TPEX-8155/,突破上軌,220.50,210.35,193.00,,True,突破上軌,220.50,220.23,188.50,,True
8905.TWO,https://tw.tradingview.com/symbols/TPEX-8905/,突破上軌,35.10,34.41,33.82,,True,突破上軌,35.10,34.29,33.82,,True
