symbol,symbol_url,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check,月K_status,月K_close,月K_bband,月K_prev_high,月K_prev_low,月K_strict_check
1434.TW,https://tw.tradingview.com/symbols/TWSE-1434/,突破上軌,16.95,17.03,22.41,,False,突破上軌,16.95,17.07,28.36,,False
1454.TW,https://tw.tradingview.com/symbols/TWSE-1454/,突破上軌,16.60,15.93,21.07,,False,突破上軌,16.60,16.42,21.07,,False
1535.TW,https://tw.tradingview.com/symbols/TWSE-1535/,跌破下軌,49.65,50.19,,46.30,False,跌破下軌,49.65,49.94,,27.04,False
3028.TW,https://tw.tradingview.com/symbols/TWSE-3028/,突破上軌,55.60,52.53,46.00,,True,突破上軌,55.60,52.83,46.00,,True
3533.TW,https://tw.tradingview.com/symbols/TWSE-3533/,突破上軌,1605.00,1581.11,1957.81,,False,突破上軌,1605.00,1619.68,1957.81,,False
4104.TW,https://tw.tradingview.com/symbols/TWSE-4104/,跌破下軌,76.40,76.32,,72.17,False,跌破下軌,76.40,75.69,,36.02,False
6451.TW,https://tw.tradingview.com/symbols/TWSE-6451/,突破上軌,189.50,187.56,285.20,,False,突破上軌,189.50,190.89,285.20,,False
6552.TW,https://tw.tradingview.com/symbols/TWSE-6552/,突破上軌,33.85,32.85,63.94,,False,突破上軌,33.85,33.52,75.06,,False
9944.TW,https://tw.tradingview.com/symbols/TWSE-9944/,跌破下軌,16.65,16.55,,14.44,False,跌破下軌,16.65,16.51,,14.44,False
9945.TW,https://tw.tradingview.com/symbols/TWSE-9945/,跌破下軌,28.20,28.14,,27.74,False,跌破下軌,28.20,27.93,,19.11,False
4121.TWO,https://tw.tradingview.com/symbols/TPEX-4121/,突破上軌,19.00,19.05,27.73,,False,突破上軌,19.00,19.16,34.54,,False
4305.TWO,https://tw.tradingview.com/symbols/TPEX-4305/,突破上軌,43.10,42.93,45.97,,False,突破上軌,43.10,43.43,45.97,,False
5205.TWO,https://tw.tradingview.com/symbols/TPEX-5205/,跌破下軌,27.90,27.70,,24.15,False,跌破下軌,27.90,27.87,,10.15,False
5386.TWO,https://tw.tradingview.com/symbols/TPEX-5386/,突破上軌,114.00,110.26,101.94,,True,突破上軌,114.00,111.74,101.41,,True
5523.TWO,https://tw.tradingview.com/symbols/TPEX-5523/,突破上軌,30.45,30.61,34.00,,False,突破上軌,30.45,30.63,34.00,,False
5604.TWO,https://tw.tradingview.com/symbols/TPEX-5604/,突破上軌,38.85,39.03,46.93,,False,突破上軌,38.85,38.86,78.90,,False
6270.TWO,https://tw.tradingview.com/symbols/TPEX-6270/,突破上軌,28.30,28.35,35.96,,False,突破上軌,28.30,27.63,34.84,,False
6615.TWO,https://tw.tradingview.com/symbols/TPEX-6615/,突破上軌,35.30,34.02,85.24,,False,突破上軌,35.30,35.08,85.01,,False
6651.TWO,https://tw.tradingview.com/symbols/TPEX-6651/,突破上軌,99.40,95.41,108.95,,False,突破上軌,99.40,97.45,125.82,,False
6683.TWO,https://tw.tradingview.com/symbols/TPEX-6683/,突破上軌,696.00,657.67,576.00,,True,突破上軌,696.00,670.83,576.00,,True
7734.TWO,https://tw.tradingview.com/symbols/TPEX-7734/,突破上軌,1300.00,1250.60,1528.58,,False,突破上軌,1300.00,1263.87,1528.58,,False
8905.TWO,https://tw.tradingview.com/symbols/TPEX-8905/,突破上軌,36.05,36.08,35.10,,True,突破上軌,36.05,36.09,35.10,,True
