symbol,symbol_url,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check,月K_status,月K_close,月K_bband,月K_prev_high,月K_prev_low,月K_strict_check
1471.TW,https://www.tradingview.com/symbols/TWSE-1471/,突破上軌,12.15,11.51,19.25,,True,突破上軌,13.35,12.91,23.65,,True
1514.TW,https://www.tradingview.com/symbols/TWSE-1514/,突破上軌,142.50,133.27,171.74,,True,突破上軌,139.00,132.06,171.74,,True
1809.TW,https://www.tradingview.com/symbols/TWSE-1809/,突破上軌,25.25,24.47,35.34,,True,突破上軌,27.75,25.73,35.34,,True
2049.TW,https://www.tradingview.com/symbols/TWSE-2049/,突破上軌,231.00,229.00,367.17,,True,突破上軌,246.50,244.99,395.98,,True
2367.TW,https://www.tradingview.com/symbols/TWSE-2367/,突破上軌,44.10,42.28,44.58,,True,突破上軌,48.50,43.03,44.58,,False
2431.TW,https://www.tradingview.com/symbols/TWSE-2431/,突破上軌,14.60,14.01,21.25,,True,突破上軌,16.05,15.21,21.25,,True
2444.TW,https://www.tradingview.com/symbols/TWSE-2444/,突破上軌,14.00,13.63,19.70,,True,突破上軌,13.70,13.32,20.90,,True
2484.TW,https://www.tradingview.com/symbols/TWSE-2484/,突破上軌,30.65,29.21,34.44,,True,突破上軌,30.05,27.92,38.27,,True
2486.TW,https://www.tradingview.com/symbols/TWSE-2486/,突破上軌,105.50,104.25,150.55,,True,突破上軌,116.00,112.64,150.55,,True
2489.TW,https://www.tradingview.com/symbols/TWSE-2489/,突破上軌,22.00,20.31,27.29,,True,突破上軌,24.20,21.62,27.29,,True
2610.TW,https://www.tradingview.com/symbols/TWSE-2610/,突破上軌,22.35,22.34,26.21,,True,突破上軌,22.50,22.48,28.31,,True
3049.TW,https://www.tradingview.com/symbols/TWSE-3049/,突破上軌,10.00,9.37,13.25,,True,突破上軌,9.40,8.74,18.83,,True
3138.TW,https://www.tradingview.com/symbols/TWSE-3138/,突破上軌,173.00,171.88,159.50,,False,突破上軌,182.50,160.33,458.97,,True
3149.TW,https://www.tradingview.com/symbols/TWSE-3149/,突破上軌,59.30,55.12,49.60,,False,突破上軌,57.40,53.12,83.52,,True
3189.TW,https://www.tradingview.com/symbols/TWSE-3189/,突破上軌,214.00,211.90,192.50,,False,突破上軌,208.00,203.89,230.22,,True
3432.TW,https://www.tradingview.com/symbols/TWSE-3432/,突破上軌,18.20,18.05,32.20,,True,突破上軌,17.85,17.31,54.19,,True
3532.TW,https://www.tradingview.com/symbols/TWSE-3532/,突破上軌,146.50,144.66,178.55,,True,突破上軌,155.00,141.28,335.02,,True
4540.TW,https://www.tradingview.com/symbols/TWSE-4540/,突破上軌,49.80,46.40,65.00,,True,突破上軌,50.60,50.17,66.99,,True
5525.TW,https://www.tradingview.com/symbols/TWSE-5525/,跌破下軌,25.90,26.10,,22.23,True,跌破下軌,25.75,26.21,,15.05,True
6271.TW,https://www.tradingview.com/symbols/TWSE-6271/,突破上軌,153.00,148.34,160.44,,True,突破上軌,152.50,150.75,240.25,,True
6285.TW,https://www.tradingview.com/symbols/TWSE-6285/,突破上軌,155.00,141.18,161.06,,True,突破上軌,157.50,151.76,161.06,,True
9955.TW,https://www.tradingview.com/symbols/TWSE-9955/,突破上軌,36.75,36.29,42.10,,True,突破上軌,38.45,36.58,42.10,,True
3226.TWO,https://www.tradingview.com/symbols/TPEX-3226/,突破上軌,57.00,55.99,64.11,,True,突破上軌,57.10,54.55,72.20,,True
4533.TWO,https://www.tradingview.com/symbols/TPEX-4533/,突破上軌,35.00,33.64,51.63,,True,突破上軌,36.70,33.84,51.63,,True
4534.TWO,https://www.tradingview.com/symbols/TPEX-4534/,突破上軌,21.75,20.49,31.85,,True,突破上軌,23.90,23.65,31.85,,True
5864.TWO,https://www.tradingview.com/symbols/TPEX-5864/,突破上軌,21.80,21.06,20.11,,False,突破上軌,23.00,21.20,26.29,,True
5904.TWO,https://www.tradingview.com/symbols/TPEX-5904/,跌破下軌,400.50,408.05,,406.78,False,跌破下軌,397.00,403.85,,212.04,True
6492.TWO,https://www.tradingview.com/symbols/TPEX-6492/,突破上軌,55.60,52.39,64.50,,True,突破上軌,61.10,57.51,206.00,,True
6751.TWO,https://www.tradingview.com/symbols/TPEX-6751/,突破上軌,66.90,65.49,79.60,,True,突破上軌,68.80,66.01,130.71,,True
6996.TWO,https://www.tradingview.com/symbols/TPEX-6996/,突破上軌,168.50,168.47,305.65,,True,突破上軌,168.50,167.74,305.65,,True
7709.TWO,https://www.tradingview.com/symbols/TPEX-7709/,突破上軌,44.95,43.37,66.70,,True,突破上軌,49.40,46.73,66.70,,True
8083.TWO,https://www.tradingview.com/symbols/TPEX-8083/,突破上軌,173.50,170.63,171.22,,False,突破上軌,169.00,167.27,171.22,,True
8289.TWO,https://www.tradingview.com/symbols/TPEX-8289/,突破上軌,25.95,25.83,37.82,,True,突破上軌,25.15,24.30,46.49,,True
8436.TWO,https://www.tradingview.com/symbols/TPEX-8436/,突破上軌,155.50,149.57,155.87,,True,突破上軌,155.50,150.94,272.25,,True
8921.TWO,https://www.tradingview.com/symbols/TPEX-8921/,突破上軌,19.00,19.00,32.60,,True,突破上軌,19.40,19.21,32.60,,True
8933.TWO,https://www.tradingview.com/symbols/TPEX-8933/,突破上軌,8.30,7.77,11.85,,True,突破上軌,7.82,7.60,24.95,,True
