symbol,symbol_url,日K_status,日K_close,日K_bband,日K_prev_high,日K_prev_low,日K_strict_check,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check
1218.TW,https://www.tradingview.com/symbols/TWSE-1218/,突破上軌,18.60,18.60,21.28,,True,突破上軌,18.60,18.56,22.22,,True
1301.TW,https://www.tradingview.com/symbols/TWSE-1301/,突破上軌,51.00,50.59,48.80,,False,突破上軌,51.00,49.27,72.14,,True
1326.TW,https://www.tradingview.com/symbols/TWSE-1326/,突破上軌,40.55,40.42,38.95,,False,突破上軌,40.55,39.24,55.75,,True
1444.TW,https://www.tradingview.com/symbols/TWSE-1444/,突破上軌,7.06,6.99,7.73,,True,突破上軌,7.06,6.82,10.65,,True
1447.TW,https://www.tradingview.com/symbols/TWSE-1447/,突破上軌,6.29,6.09,6.57,,True,突破上軌,6.29,6.13,11.20,,True
1453.TW,https://www.tradingview.com/symbols/TWSE-1453/,突破上軌,13.30,13.01,15.73,,True,突破上軌,13.30,13.23,31.39,,True
1455.TW,https://www.tradingview.com/symbols/TWSE-1455/,突破上軌,10.30,10.19,9.68,,False,突破上軌,10.30,9.80,15.80,,True
1466.TW,https://www.tradingview.com/symbols/TWSE-1466/,突破上軌,15.00,14.86,19.30,,True,突破上軌,15.00,14.91,19.70,,True
1471.TW,https://www.tradingview.com/symbols/TWSE-1471/,突破上軌,14.65,14.54,13.35,,False,突破上軌,14.65,13.86,19.25,,True
1732.TW,https://www.tradingview.com/symbols/TWSE-1732/,突破上軌,30.40,29.75,33.03,,True,突破上軌,30.40,30.26,35.29,,True
1817.TW,https://www.tradingview.com/symbols/TWSE-1817/,突破上軌,38.95,38.92,43.37,,True,突破上軌,38.95,38.91,49.83,,True
2431.TW,https://www.tradingview.com/symbols/TWSE-2431/,突破上軌,17.65,17.31,16.05,,False,突破上軌,17.65,16.67,21.25,,True
2486.TW,https://www.tradingview.com/symbols/TWSE-2486/,突破上軌,127.50,125.07,116.00,,False,突破上軌,127.50,120.79,150.55,,True
2528.TW,https://www.tradingview.com/symbols/TWSE-2528/,跌破下軌,28.50,28.63,,26.75,True,跌破下軌,28.50,28.64,,26.75,True
2945.TW,https://www.tradingview.com/symbols/TWSE-2945/,突破上軌,44.30,43.86,42.35,,False,突破上軌,44.30,42.81,44.37,,True
3031.TW,https://www.tradingview.com/symbols/TWSE-3031/,突破上軌,21.20,21.06,22.20,,True,突破上軌,21.20,20.92,24.77,,True
3094.TW,https://www.tradingview.com/symbols/TWSE-3094/,突破上軌,28.40,28.01,29.51,,True,突破上軌,28.40,27.68,39.89,,True
3605.TW,https://www.tradingview.com/symbols/TWSE-3605/,突破上軌,67.70,66.96,84.60,,True,突破上軌,67.70,67.03,84.60,,True
4108.TW,https://www.tradingview.com/symbols/TWSE-4108/,突破上軌,15.25,14.89,17.90,,True,突破上軌,15.25,14.99,23.50,,True
4133.TW,https://www.tradingview.com/symbols/TWSE-4133/,突破上軌,26.40,25.85,34.02,,True,突破上軌,26.40,25.69,35.18,,True
4571.TW,https://www.tradingview.com/symbols/TWSE-4571/,突破上軌,184.50,183.58,216.00,,True,突破上軌,184.50,182.56,269.45,,True
5007.TW,https://www.tradingview.com/symbols/TWSE-5007/,突破上軌,57.70,57.67,57.80,,True,突破上軌,57.70,57.66,57.00,,False
6168.TW,https://www.tradingview.com/symbols/TWSE-6168/,突破上軌,23.90,23.31,25.20,,True,突破上軌,23.90,23.03,29.51,,True
6472.TW,https://www.tradingview.com/symbols/TWSE-6472/,突破上軌,583.00,575.63,795.00,,True,突破上軌,583.00,582.39,795.00,,True
6657.TW,https://www.tradingview.com/symbols/TWSE-6657/,突破上軌,58.60,57.58,76.50,,True,突破上軌,58.60,55.50,85.60,,True
8081.TW,https://www.tradingview.com/symbols/TWSE-8081/,突破上軌,249.50,246.62,241.00,,False,突破上軌,249.50,244.83,290.27,,True
9919.TW,https://www.tradingview.com/symbols/TWSE-9919/,突破上軌,17.90,17.58,21.80,,True,突破上軌,17.90,17.63,26.72,,True
9944.TW,https://www.tradingview.com/symbols/TWSE-9944/,突破上軌,17.55,17.40,17.50,,False,突破上軌,17.55,17.43,23.62,,True
1781.TWO,https://www.tradingview.com/symbols/TPEX-1781/,突破上軌,13.60,13.24,16.00,,True,突破上軌,13.60,13.22,23.55,,True
2740.TWO,https://www.tradingview.com/symbols/TPEX-2740/,突破上軌,37.95,36.94,36.70,,False,突破上軌,37.95,36.99,73.09,,True
2948.TWO,https://www.tradingview.com/symbols/TPEX-2948/,突破上軌,39.80,39.76,44.05,,True,突破上軌,39.80,39.66,59.23,,True
3228.TWO,https://www.tradingview.com/symbols/TPEX-3228/,突破上軌,149.00,148.95,203.00,,True,突破上軌,149.00,147.33,577.00,,True
3290.TWO,https://www.tradingview.com/symbols/TPEX-3290/,突破上軌,47.55,46.70,52.00,,True,突破上軌,47.55,47.39,53.78,,True
3426.TWO,https://www.tradingview.com/symbols/TPEX-3426/,突破上軌,46.00,45.58,45.19,,False,突破上軌,46.00,44.97,54.48,,True
3523.TWO,https://www.tradingview.com/symbols/TPEX-3523/,突破上軌,20.20,19.80,20.80,,True,突破上軌,20.20,20.14,29.50,,True
4121.TWO,https://www.tradingview.com/symbols/TPEX-4121/,突破上軌,18.85,18.41,17.85,,False,突破上軌,18.85,18.10,27.73,,True
4174.TWO,https://www.tradingview.com/symbols/TPEX-4174/,突破上軌,55.20,47.41,39.65,,False,突破上軌,55.20,47.76,92.35,,True
4304.TWO,https://www.tradingview.com/symbols/TPEX-4304/,跌破下軌,27.00,27.96,,7.64,True,跌破下軌,27.00,27.12,,4.66,True
4714.TWO,https://www.tradingview.com/symbols/TPEX-4714/,突破上軌,18.40,18.28,22.13,,True,突破上軌,18.40,18.23,28.16,,True
4946.TWO,https://www.tradingview.com/symbols/TPEX-4946/,突破上軌,124.00,123.37,279.00,,True,突破上軌,124.00,120.02,279.00,,True
5489.TWO,https://www.tradingview.com/symbols/TPEX-5489/,突破上軌,43.10,43.02,58.08,,True,突破上軌,43.10,42.81,62.10,,True
5603.TWO,https://www.tradingview.com/symbols/TPEX-5603/,跌破下軌,18.00,18.09,,18.25,False,跌破下軌,18.00,18.01,,17.84,True
6643.TWO,https://www.tradingview.com/symbols/TPEX-6643/,突破上軌,491.00,483.19,567.83,,True,突破上軌,491.00,485.99,1725.73,,True
7709.TWO,https://www.tradingview.com/symbols/TPEX-7709/,突破上軌,52.30,52.22,49.40,,False,突破上軌,52.30,49.83,66.70,,True
8096.TWO,https://www.tradingview.com/symbols/TPEX-8096/,突破上軌,58.40,57.21,61.80,,True,突破上軌,58.40,57.74,80.82,,True
8227.TWO,https://www.tradingview.com/symbols/TPEX-8227/,突破上軌,160.00,156.11,220.00,,True,突破上軌,160.00,159.98,440.66,,True
8935.TWO,https://www.tradingview.com/symbols/TPEX-8935/,突破上軌,22.40,22.29,31.50,,True,突破上軌,22.40,22.04,31.50,,True
