symbol,symbol_url,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check,月K_status,月K_close,月K_bband,月K_prev_high,月K_prev_low,月K_strict_check
1714.TW,https://www.tradingview.com/symbols/TWSE-1714/,突破上軌,8.95,8.81,10.09,,True,突破上軌,8.95,8.90,11.27,,True
1789.TW,https://www.tradingview.com/symbols/TWSE-1789/,突破上軌,23.40,21.79,29.57,,True,突破上軌,23.40,22.15,34.29,,True
2030.TW,https://www.tradingview.com/symbols/TWSE-2030/,突破上軌,15.25,15.02,18.86,,True,突破上軌,15.25,15.22,41.37,,True
2303.TW,https://www.tradingview.com/symbols/TWSE-2303/,突破上軌,55.10,54.90,52.98,,False,突破上軌,55.10,54.01,56.10,,True
2409.TW,https://www.tradingview.com/symbols/TWSE-2409/,突破上軌,14.50,13.95,18.60,,True,突破上軌,14.50,14.31,32.45,,True
3138.TW,https://www.tradingview.com/symbols/TWSE-3138/,突破上軌,124.50,123.22,155.43,,True,突破上軌,124.50,120.91,458.97,,True
3481.TW,https://www.tradingview.com/symbols/TWSE-3481/,突破上軌,20.00,19.54,18.50,,False,突破上軌,20.00,19.39,29.45,,True
3669.TW,https://www.tradingview.com/symbols/TWSE-3669/,突破上軌,39.80,37.94,57.56,,True,突破上軌,39.80,38.85,75.48,,True
4720.TW,https://www.tradingview.com/symbols/TWSE-4720/,突破上軌,17.60,17.41,23.44,,True,突破上軌,17.60,17.38,23.44,,True
5538.TW,https://www.tradingview.com/symbols/TWSE-5538/,突破上軌,32.90,32.29,38.88,,True,突破上軌,32.90,32.19,55.29,,True
6116.TW,https://www.tradingview.com/symbols/TWSE-6116/,突破上軌,10.50,9.73,12.70,,True,突破上軌,10.50,9.79,27.54,,True
6776.TW,https://www.tradingview.com/symbols/TWSE-6776/,突破上軌,59.50,57.96,63.50,,True,突破上軌,59.50,59.41,63.50,,True
8438.TW,https://www.tradingview.com/symbols/TWSE-8438/,突破上軌,50.80,49.49,52.26,,True,突破上軌,50.80,47.74,58.53,,True
3374.TWO,https://www.tradingview.com/symbols/TPEX-3374/,突破上軌,170.50,165.39,277.91,,True,突破上軌,170.50,166.75,277.91,,True
3623.TWO,https://www.tradingview.com/symbols/TPEX-3623/,突破上軌,30.30,28.94,51.00,,True,突破上軌,30.30,29.24,54.70,,True
3680.TWO,https://www.tradingview.com/symbols/TPEX-3680/,突破上軌,408.00,397.64,592.55,,True,突破上軌,408.00,404.65,592.55,,True
4130.TWO,https://www.tradingview.com/symbols/TPEX-4130/,突破上軌,33.25,31.98,28.75,,False,突破上軌,33.25,32.04,39.13,,True
5228.TWO,https://www.tradingview.com/symbols/TPEX-5228/,突破上軌,22.25,21.48,25.90,,True,突破上軌,22.25,21.60,33.36,,True
5263.TWO,https://www.tradingview.com/symbols/TPEX-5263/,突破上軌,118.50,117.68,202.83,,True,突破上軌,118.50,118.21,202.83,,True
5291.TWO,https://www.tradingview.com/symbols/TPEX-5291/,突破上軌,37.00,34.72,30.10,,False,突破上軌,37.00,34.36,44.35,,True
5302.TWO,https://www.tradingview.com/symbols/TPEX-5302/,突破上軌,11.30,10.77,15.80,,True,突破上軌,11.30,11.26,22.45,,True
5351.TWO,https://www.tradingview.com/symbols/TPEX-5351/,突破上軌,60.10,59.37,57.60,,False,突破上軌,60.10,58.83,95.90,,True
5543.TWO,https://www.tradingview.com/symbols/TPEX-5543/,突破上軌,36.90,34.87,49.25,,True,突破上軌,36.90,36.57,64.12,,True
6015.TWO,https://www.tradingview.com/symbols/TPEX-6015/,突破上軌,12.60,12.15,13.02,,True,突破上軌,12.60,12.17,21.65,,True
6020.TWO,https://www.tradingview.com/symbols/TPEX-6020/,突破上軌,19.60,19.56,20.80,,True,突破上軌,19.60,19.47,23.12,,True
6026.TWO,https://www.tradingview.com/symbols/TPEX-6026/,突破上軌,14.15,14.00,14.58,,True,突破上軌,14.15,14.10,15.10,,True
6485.TWO,https://www.tradingview.com/symbols/TPEX-6485/,突破上軌,99.30,96.36,101.91,,True,突破上軌,99.30,97.05,166.67,,True
8080.TWO,https://www.tradingview.com/symbols/TPEX-8080/,突破上軌,32.70,31.76,42.00,,True,突破上軌,32.70,32.46,42.00,,True
