symbol,symbol_url,日K_status,日K_close,日K_bband,日K_prev_high,日K_prev_low,日K_strict_check,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check
1453.TW,https://www.tradingview.com/symbols/TWSE-1453/,突破上軌,14.00,13.81,15.73,,True,突破上軌,14.00,13.68,31.39,,True
2002.TW,https://www.tradingview.com/symbols/TWSE-2002/,突破上軌,20.70,20.47,21.29,,True,突破上軌,20.70,20.32,25.43,,True
2007.TW,https://www.tradingview.com/symbols/TWSE-2007/,突破上軌,8.93,8.73,9.17,,True,突破上軌,8.93,8.83,13.65,,True
2014.TW,https://www.tradingview.com/symbols/TWSE-2014/,突破上軌,18.75,18.31,17.70,,False,突破上軌,18.75,18.28,26.15,,True
2020.TW,https://www.tradingview.com/symbols/TWSE-2020/,突破上軌,24.45,24.34,27.14,,True,突破上軌,24.45,24.36,30.93,,True
2023.TW,https://www.tradingview.com/symbols/TWSE-2023/,突破上軌,15.35,15.23,16.20,,True,突破上軌,15.35,15.28,17.50,,True
2027.TW,https://www.tradingview.com/symbols/TWSE-2027/,突破上軌,40.20,40.00,43.45,,True,突破上軌,40.20,39.93,51.25,,True
2028.TW,https://www.tradingview.com/symbols/TWSE-2028/,突破上軌,20.45,20.18,20.90,,True,突破上軌,20.45,20.34,29.53,,True
2038.TW,https://www.tradingview.com/symbols/TWSE-2038/,突破上軌,15.80,15.74,16.86,,True,突破上軌,15.80,15.77,22.84,,True
2248.TW,https://www.tradingview.com/symbols/TWSE-2248/,跌破下軌,48.00,48.04,,41.00,True,跌破下軌,48.00,48.20,,39.07,True
2423.TW,https://www.tradingview.com/symbols/TWSE-2423/,跌破下軌,50.00,50.24,,40.10,True,跌破下軌,50.00,50.54,,33.42,True
6472.TW,https://www.tradingview.com/symbols/TWSE-6472/,突破上軌,620.00,619.52,795.00,,True,突破上軌,620.00,604.51,795.00,,True
6552.TW,https://www.tradingview.com/symbols/TWSE-6552/,突破上軌,31.80,31.37,30.19,,False,突破上軌,31.80,30.36,63.94,,True
6952.TW,https://www.tradingview.com/symbols/TWSE-6952/,突破上軌,45.05,44.55,52.90,,True,突破上軌,45.05,44.81,78.09,,True
3289.TWO,https://www.tradingview.com/symbols/TPEX-3289/,突破上軌,140.00,139.43,137.00,,False,突破上軌,140.00,138.53,189.91,,True
3594.TWO,https://www.tradingview.com/symbols/TPEX-3594/,突破上軌,40.35,39.61,46.71,,True,突破上軌,40.35,40.32,64.47,,True
4406.TWO,https://www.tradingview.com/symbols/TPEX-4406/,突破上軌,10.55,10.48,10.80,,True,突破上軌,10.55,10.52,11.80,,True
5009.TWO,https://www.tradingview.com/symbols/TPEX-5009/,突破上軌,35.15,34.98,43.43,,True,突破上軌,35.15,34.95,52.42,,True
5015.TWO,https://www.tradingview.com/symbols/TPEX-5015/,突破上軌,30.00,29.88,35.01,,True,突破上軌,30.00,29.68,43.30,,True
5490.TWO,https://www.tradingview.com/symbols/TPEX-5490/,跌破下軌,25.85,25.93,,24.25,True,跌破下軌,25.85,25.96,,16.98,True
5609.TWO,https://www.tradingview.com/symbols/TPEX-5609/,跌破下軌,78.80,78.82,,72.00,True,跌破下軌,78.80,78.87,,62.72,True
5704.TWO,https://www.tradingview.com/symbols/TPEX-5704/,跌破下軌,23.15,23.62,,25.00,False,跌破下軌,23.15,23.80,,22.50,True
6161.TWO,https://www.tradingview.com/symbols/TPEX-6161/,跌破下軌,43.00,43.19,,37.09,True,跌破下軌,43.00,43.06,,34.57,True
6276.TWO,https://www.tradingview.com/symbols/TPEX-6276/,跌破下軌,35.30,35.57,,32.45,True,跌破下軌,35.30,35.44,,27.70,True
6732.TWO,https://www.tradingview.com/symbols/TPEX-6732/,突破上軌,199.50,194.10,264.00,,True,突破上軌,199.50,194.06,445.55,,True
6739.TWO,https://www.tradingview.com/symbols/TPEX-6739/,突破上軌,896.00,881.85,1020.00,,True,突破上軌,896.00,878.53,1020.00,,True
6904.TWO,https://www.tradingview.com/symbols/TPEX-6904/,突破上軌,132.50,132.48,135.00,,True,突破上軌,132.50,131.97,220.02,,True
7734.TWO,https://www.tradingview.com/symbols/TPEX-7734/,突破上軌,1200.00,1188.79,1185.00,,False,突破上軌,1200.00,1160.77,1528.58,,True
8096.TWO,https://www.tradingview.com/symbols/TPEX-8096/,突破上軌,69.40,68.85,64.20,,False,突破上軌,69.40,65.04,80.82,,True
8937.TWO,https://www.tradingview.com/symbols/TPEX-8937/,跌破下軌,132.50,133.15,,132.92,False,跌破下軌,132.50,134.88,,20.04,True
