symbol,symbol_url,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check,月K_status,月K_close,月K_bband,月K_prev_high,月K_prev_low,月K_strict_check
1434.TW,https://tw.tradingview.com/symbols/TWSE-1434/,突破上軌,17.50,17.34,22.41,,False,突破上軌,17.50,17.37,28.36,,False
1535.TW,https://tw.tradingview.com/symbols/TWSE-1535/,跌破下軌,48.95,49.73,,46.30,False,跌破下軌,48.95,49.53,,27.04,False
1590.TW,https://tw.tradingview.com/symbols/TWSE-1590/,突破上軌,1245.00,1222.16,1231.14,,True,突破上軌,1245.00,1238.28,1231.14,,True
1708.TW,https://tw.tradingview.com/symbols/TWSE-1708/,突破上軌,34.40,34.32,42.17,,False,突破上軌,34.40,34.49,58.47,,False
2486.TW,https://tw.tradingview.com/symbols/TWSE-2486/,突破上軌,142.00,138.48,150.55,,False,突破上軌,142.00,140.91,150.55,,False
2945.TW,https://tw.tradingview.com/symbols/TWSE-2945/,突破上軌,42.05,42.35,45.70,,False,突破上軌,42.05,42.42,95.04,,False
3576.TW,https://tw.tradingview.com/symbols/TWSE-3576/,突破上軌,14.85,14.43,15.30,,False,突破上軌,14.85,13.73,32.68,,False
3686.TW,https://tw.tradingview.com/symbols/TWSE-3686/,突破上軌,23.30,22.31,34.00,,False,突破上軌,23.30,23.30,35.99,,False
4104.TW,https://tw.tradingview.com/symbols/TWSE-4104/,跌破下軌,76.20,76.21,,72.17,False,跌破下軌,76.20,75.59,,36.02,False
4106.TW,https://tw.tradingview.com/symbols/TWSE-4106/,突破上軌,23.45,23.67,27.46,,False,突破上軌,23.45,23.56,46.41,,False
4960.TW,https://tw.tradingview.com/symbols/TWSE-4960/,突破上軌,14.80,14.63,18.35,,False,突破上軌,14.80,14.79,18.35,,False
6451.TW,https://tw.tradingview.com/symbols/TWSE-6451/,突破上軌,198.00,192.68,285.20,,False,突破上軌,198.00,195.57,285.20,,False
6552.TW,https://tw.tradingview.com/symbols/TWSE-6552/,突破上軌,32.70,32.15,63.94,,False,突破上軌,32.70,32.89,75.06,,False
6715.TW,https://tw.tradingview.com/symbols/TWSE-6715/,突破上軌,147.50,143.86,210.54,,False,突破上軌,147.50,148.01,210.54,,False
6830.TW,https://tw.tradingview.com/symbols/TWSE-6830/,突破上軌,227.50,216.71,230.51,,False,突破上軌,227.50,226.34,230.51,,False
6861.TW,https://tw.tradingview.com/symbols/TWSE-6861/,突破上軌,74.90,74.09,88.88,,False,突破上軌,74.90,73.97,190.89,,False
9944.TW,https://tw.tradingview.com/symbols/TWSE-9944/,跌破下軌,16.65,16.55,,14.44,False,跌破下軌,16.65,16.51,,14.44,False
3234.TWO,https://tw.tradingview.com/symbols/TPEX-3234/,突破上軌,66.60,65.87,64.60,,True,突破上軌,66.60,66.62,64.60,,True
3508.TWO,https://tw.tradingview.com/symbols/TPEX-3508/,突破上軌,35.30,32.27,33.75,,True,突破上軌,35.30,33.84,75.50,,False
5205.TWO,https://tw.tradingview.com/symbols/TPEX-5205/,跌破下軌,27.65,27.57,,24.15,False,跌破下軌,27.65,27.73,,10.15,False
5340.TWO,https://tw.tradingview.com/symbols/TPEX-5340/,突破上軌,113.00,113.07,107.50,,True,突破上軌,113.00,109.98,107.50,,True
5386.TWO,https://tw.tradingview.com/symbols/TPEX-5386/,突破上軌,111.50,108.75,101.94,,True,突破上軌,111.50,110.32,101.41,,True
5523.TWO,https://tw.tradingview.com/symbols/TPEX-5523/,突破上軌,30.50,30.62,34.00,,False,突破上軌,30.50,30.65,34.00,,False
5604.TWO,https://tw.tradingview.com/symbols/TPEX-5604/,突破上軌,39.85,39.59,46.93,,False,突破上軌,39.85,39.47,78.90,,False
6109.TWO,https://tw.tradingview.com/symbols/TPEX-6109/,突破上軌,13.60,13.28,17.37,,False,突破上軌,13.60,13.73,19.51,,False
6244.TWO,https://tw.tradingview.com/symbols/TPEX-6244/,突破上軌,29.60,28.69,34.26,,False,突破上軌,29.60,27.92,41.45,,False
6568.TWO,https://tw.tradingview.com/symbols/TPEX-6568/,突破上軌,165.00,166.05,174.10,,False,突破上軌,165.00,164.88,386.43,,False
6651.TWO,https://tw.tradingview.com/symbols/TPEX-6651/,突破上軌,98.20,94.59,108.95,,False,突破上軌,98.20,96.74,125.82,,False
6683.TWO,https://tw.tradingview.com/symbols/TPEX-6683/,突破上軌,700.00,660.21,576.00,,True,突破上軌,700.00,673.20,576.00,,True
6720.TWO,https://tw.tradingview.com/symbols/TPEX-6720/,突破上軌,171.50,172.65,233.01,,False,突破上軌,171.50,172.99,233.01,,False
7709.TWO,https://tw.tradingview.com/symbols/TPEX-7709/,突破上軌,70.10,68.43,66.70,,True,突破上軌,70.10,68.10,66.70,,True
7728.TWO,https://tw.tradingview.com/symbols/TPEX-7728/,突破上軌,845.00,850.32,768.00,,True,突破上軌,845.00,825.53,768.00,,True
7734.TWO,https://tw.tradingview.com/symbols/TPEX-7734/,突破上軌,1275.00,1235.03,1528.58,,False,突破上軌,1275.00,1248.83,1528.58,,False
8289.TWO,https://tw.tradingview.com/symbols/TPEX-8289/,突破上軌,29.00,28.88,37.82,,False,突破上軌,29.00,27.40,46.49,,False
8905.TWO,https://tw.tradingview.com/symbols/TPEX-8905/,突破上軌,38.80,37.71,35.10,,True,突破上軌,38.80,37.71,35.10,,True
