symbol,symbol_url,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check,月K_status,月K_close,月K_bband,月K_prev_high,月K_prev_low,月K_strict_check
1312.TW,https://www.tradingview.com/symbols/TWSE-1312/,突破上軌,13.75,13.44,15.80,,True,突破上軌,13.75,13.48,30.98,,True
1605.TW,https://www.tradingview.com/symbols/TWSE-1605/,突破上軌,44.30,42.55,40.50,,False,突破上軌,44.30,41.70,54.11,,True
1711.TW,https://www.tradingview.com/symbols/TWSE-1711/,突破上軌,23.95,23.30,28.97,,True,突破上軌,23.95,23.03,30.39,,True
1713.TW,https://www.tradingview.com/symbols/TWSE-1713/,突破上軌,52.10,50.63,54.50,,True,突破上軌,52.10,51.78,52.22,,True
1714.TW,https://www.tradingview.com/symbols/TWSE-1714/,突破上軌,9.18,9.14,10.09,,True,突破上軌,9.18,9.03,11.27,,True
1783.TW,https://www.tradingview.com/symbols/TWSE-1783/,突破上軌,46.45,46.28,53.96,,True,突破上軌,46.45,46.04,67.96,,True
1789.TW,https://www.tradingview.com/symbols/TWSE-1789/,突破上軌,25.55,24.89,29.57,,True,突破上軌,25.55,23.64,34.29,,True
2022.TW,https://www.tradingview.com/symbols/TWSE-2022/,突破上軌,9.12,8.98,13.31,,True,突破上軌,9.12,8.97,38.58,,True
2030.TW,https://www.tradingview.com/symbols/TWSE-2030/,突破上軌,16.95,16.41,18.86,,True,突破上軌,16.95,16.32,41.37,,True
2032.TW,https://www.tradingview.com/symbols/TWSE-2032/,突破上軌,17.20,17.05,21.81,,True,突破上軌,17.20,16.89,41.81,,True
2305.TW,https://www.tradingview.com/symbols/TWSE-2305/,突破上軌,15.90,14.60,30.50,,True,突破上軌,15.90,14.70,38.10,,True
2312.TW,https://www.tradingview.com/symbols/TWSE-2312/,突破上軌,33.30,30.52,34.16,,True,突破上軌,33.30,30.56,34.16,,True
2331.TW,https://www.tradingview.com/symbols/TWSE-2331/,突破上軌,28.95,28.18,39.63,,True,突破上軌,28.95,27.69,39.63,,True
2367.TW,https://www.tradingview.com/symbols/TWSE-2367/,突破上軌,37.10,35.54,44.58,,True,突破上軌,37.10,35.18,44.58,,True
2369.TW,https://www.tradingview.com/symbols/TWSE-2369/,突破上軌,27.55,27.50,30.31,,True,突破上軌,27.55,27.39,30.31,,True
2409.TW,https://www.tradingview.com/symbols/TWSE-2409/,突破上軌,15.25,15.18,18.60,,True,突破上軌,15.25,14.77,32.45,,True
2419.TW,https://www.tradingview.com/symbols/TWSE-2419/,突破上軌,33.40,31.29,41.60,,True,突破上軌,33.40,30.88,53.71,,True
2484.TW,https://www.tradingview.com/symbols/TWSE-2484/,突破上軌,27.00,25.33,34.44,,True,突破上軌,27.00,25.82,38.27,,True
2489.TW,https://www.tradingview.com/symbols/TWSE-2489/,突破上軌,16.30,16.24,27.29,,True,突破上軌,16.30,16.22,27.29,,True
3138.TW,https://www.tradingview.com/symbols/TWSE-3138/,突破上軌,156.50,148.87,144.98,,False,突破上軌,156.50,142.05,458.97,,True
3481.TW,https://www.tradingview.com/symbols/TWSE-3481/,突破上軌,24.95,23.88,23.60,,False,突破上軌,24.95,22.57,29.45,,True
3532.TW,https://www.tradingview.com/symbols/TWSE-3532/,突破上軌,132.50,126.19,178.55,,True,突破上軌,132.50,126.64,335.02,,True
6152.TW,https://www.tradingview.com/symbols/TWSE-6152/,突破上軌,12.85,12.81,20.10,,True,突破上軌,12.85,12.17,20.10,,True
6226.TW,https://www.tradingview.com/symbols/TWSE-6226/,突破上軌,8.32,8.32,12.40,,True,突破上軌,8.32,8.23,20.12,,True
6282.TW,https://www.tradingview.com/symbols/TWSE-6282/,突破上軌,56.50,53.55,50.30,,False,突破上軌,56.50,55.34,57.66,,True
6641.TW,https://www.tradingview.com/symbols/TWSE-6641/,突破上軌,27.20,25.37,42.28,,True,突破上軌,27.20,26.18,59.30,,True
8476.TW,https://www.tradingview.com/symbols/TWSE-8476/,突破上軌,24.75,22.96,60.52,,True,突破上軌,24.75,24.07,66.32,,True
9955.TW,https://www.tradingview.com/symbols/TWSE-9955/,突破上軌,36.85,35.48,42.10,,True,突破上軌,36.85,35.51,42.10,,True
3221.TWO,https://www.tradingview.com/symbols/TPEX-3221/,突破上軌,27.80,26.57,32.25,,True,突破上軌,27.80,27.58,38.28,,True
3374.TWO,https://www.tradingview.com/symbols/TPEX-3374/,突破上軌,179.50,178.19,277.91,,True,突破上軌,179.50,172.53,277.91,,True
3691.TWO,https://www.tradingview.com/symbols/TPEX-3691/,突破上軌,104.50,98.70,182.00,,True,突破上軌,104.50,99.24,234.18,,True
4556.TWO,https://www.tradingview.com/symbols/TPEX-4556/,突破上軌,31.20,29.46,46.53,,True,突破上軌,31.20,30.13,46.53,,True
5228.TWO,https://www.tradingview.com/symbols/TPEX-5228/,突破上軌,29.00,26.81,25.90,,False,突破上軌,29.00,26.19,33.36,,True
5291.TWO,https://www.tradingview.com/symbols/TPEX-5291/,突破上軌,40.25,39.42,37.45,,False,突破上軌,40.25,36.65,44.35,,True
5302.TWO,https://www.tradingview.com/symbols/TPEX-5302/,突破上軌,11.65,11.65,15.80,,True,突破上軌,11.65,11.46,22.45,,True
5347.TWO,https://www.tradingview.com/symbols/TPEX-5347/,突破上軌,127.00,121.25,136.77,,True,突破上軌,127.00,120.57,145.92,,True
6015.TWO,https://www.tradingview.com/symbols/TPEX-6015/,突破上軌,12.95,12.91,13.25,,True,突破上軌,12.95,12.42,21.65,,True
6016.TWO,https://www.tradingview.com/symbols/TPEX-6016/,突破上軌,15.40,15.39,15.95,,True,突破上軌,15.40,15.35,14.81,,False
6182.TWO,https://www.tradingview.com/symbols/TPEX-6182/,突破上軌,39.90,38.05,42.76,,True,突破上軌,39.90,39.51,81.17,,True
6264.TWO,https://www.tradingview.com/symbols/TPEX-6264/,跌破下軌,6.51,6.69,,6.85,False,跌破下軌,6.51,6.60,,6.05,True
6270.TWO,https://www.tradingview.com/symbols/TPEX-6270/,突破上軌,25.90,25.42,35.96,,True,突破上軌,25.90,25.34,34.84,,True
6485.TWO,https://www.tradingview.com/symbols/TPEX-6485/,突破上軌,115.00,112.10,112.00,,False,突破上軌,115.00,106.64,166.67,,True
6654.TWO,https://www.tradingview.com/symbols/TPEX-6654/,突破上軌,96.90,95.13,99.80,,True,突破上軌,96.90,96.66,101.48,,True
8064.TWO,https://www.tradingview.com/symbols/TPEX-8064/,突破上軌,56.80,54.70,72.77,,True,突破上軌,56.80,54.84,72.77,,True
8091.TWO,https://www.tradingview.com/symbols/TPEX-8091/,突破上軌,128.50,126.76,164.48,,True,突破上軌,128.50,127.59,164.48,,True
8289.TWO,https://www.tradingview.com/symbols/TPEX-8289/,突破上軌,26.25,24.74,37.82,,True,突破上軌,26.25,25.04,46.49,,True
8423.TWO,https://www.tradingview.com/symbols/TPEX-8423/,突破上軌,18.85,18.71,28.42,,True,突破上軌,18.85,18.77,28.42,,True
