symbol,symbol_url,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check,月K_status,月K_close,月K_bband,月K_prev_high,月K_prev_low,月K_strict_check
6226.TW,https://www.tradingview.com/symbols/TWSE-6226/,突破上軌,9.15,8.82,12.40,,True,突破上軌,10.05,9.37,20.12,,True
6446.TW,https://www.tradingview.com/symbols/TWSE-6446/,突破上軌,587.00,570.41,715.75,,True,突破上軌,577.00,570.21,715.75,,True
6606.TW,https://www.tradingview.com/symbols/TWSE-6606/,突破上軌,25.75,25.66,34.12,,True,突破上軌,26.80,26.72,34.12,,True
6641.TW,https://www.tradingview.com/symbols/TWSE-6641/,突破上軌,24.50,23.50,42.28,,True,突破上軌,25.15,24.93,59.30,,True
6770.TW,https://www.tradingview.com/symbols/TWSE-6770/,突破上軌,56.40,54.50,50.50,,False,突破上軌,62.00,57.80,80.93,,True
8476.TW,https://www.tradingview.com/symbols/TWSE-8476/,突破上軌,22.30,21.20,60.52,,True,突破上軌,24.30,23.79,66.32,,True
9955.TW,https://www.tradingview.com/symbols/TWSE-9955/,突破上軌,34.45,33.91,42.10,,True,突破上軌,35.10,34.39,42.10,,True
3221.TWO,https://www.tradingview.com/symbols/TPEX-3221/,突破上軌,26.45,25.69,32.25,,True,突破上軌,27.55,27.44,38.28,,True
3567.TWO,https://www.tradingview.com/symbols/TPEX-3567/,突破上軌,29.25,28.43,39.64,,True,突破上軌,32.15,30.72,43.72,,True
3691.TWO,https://www.tradingview.com/symbols/TPEX-3691/,突破上軌,114.50,105.53,182.00,,True,突破上軌,121.50,110.62,234.18,,True
4533.TWO,https://www.tradingview.com/symbols/TPEX-4533/,突破上軌,30.35,28.48,51.63,,True,突破上軌,30.00,29.50,51.63,,True
4556.TWO,https://www.tradingview.com/symbols/TPEX-4556/,突破上軌,31.90,29.95,46.53,,True,突破上軌,29.90,29.32,46.53,,True
4973.TWO,https://www.tradingview.com/symbols/TPEX-4973/,突破上軌,53.00,52.53,53.30,,True,突破上軌,58.30,54.22,48.16,,False
5228.TWO,https://www.tradingview.com/symbols/TPEX-5228/,突破上軌,28.05,26.16,25.20,,False,突破上軌,29.45,26.50,33.36,,True
5291.TWO,https://www.tradingview.com/symbols/TPEX-5291/,突破上軌,38.60,38.48,37.45,,False,突破上軌,37.00,34.36,44.35,,True
5347.TWO,https://www.tradingview.com/symbols/TPEX-5347/,突破上軌,139.50,129.64,136.77,,False,突破上軌,139.00,128.65,145.92,,True
5425.TWO,https://www.tradingview.com/symbols/TPEX-5425/,突破上軌,65.70,64.40,78.74,,True,突破上軌,68.20,67.33,102.90,,True
5452.TWO,https://www.tradingview.com/symbols/TPEX-5452/,突破上軌,34.85,34.64,45.48,,True,突破上軌,37.00,35.71,45.28,,True
5514.TWO,https://www.tradingview.com/symbols/TPEX-5514/,跌破下軌,15.65,15.68,,14.90,True,跌破下軌,15.80,15.93,,13.20,True
5864.TWO,https://www.tradingview.com/symbols/TPEX-5864/,突破上軌,18.65,18.50,20.11,,True,突破上軌,18.95,18.63,26.29,,True
6015.TWO,https://www.tradingview.com/symbols/TPEX-6015/,突破上軌,13.40,13.17,13.25,,False,突破上軌,13.30,12.67,21.65,,True
6134.TWO,https://www.tradingview.com/symbols/TPEX-6134/,突破上軌,33.85,33.37,44.30,,True,突破上軌,32.35,31.41,44.30,,True
6270.TWO,https://www.tradingview.com/symbols/TPEX-6270/,突破上軌,25.45,25.15,35.96,,True,突破上軌,26.00,25.40,34.84,,True
6485.TWO,https://www.tradingview.com/symbols/TPEX-6485/,突破上軌,116.00,112.68,112.00,,False,突破上軌,116.00,107.28,166.67,,True
6654.TWO,https://www.tradingview.com/symbols/TPEX-6654/,突破上軌,97.50,95.52,99.80,,True,突破上軌,97.00,96.71,101.48,,True
8064.TWO,https://www.tradingview.com/symbols/TPEX-8064/,突破上軌,55.60,53.95,72.77,,True,突破上軌,57.00,54.96,72.77,,True
8083.TWO,https://www.tradingview.com/symbols/TPEX-8083/,突破上軌,164.00,162.72,171.22,,True,突破上軌,167.00,166.11,171.22,,True
8091.TWO,https://www.tradingview.com/symbols/TPEX-8091/,突破上軌,135.50,131.30,164.48,,True,突破上軌,137.00,132.74,164.48,,True
8289.TWO,https://www.tradingview.com/symbols/TPEX-8289/,突破上軌,25.10,23.91,37.82,,True,突破上軌,25.60,24.60,46.49,,True
