symbol,symbol_url,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check,月K_status,月K_close,月K_bband,月K_prev_high,月K_prev_low,月K_strict_check
1312.TW,https://www.tradingview.com/symbols/TWSE-1312/,突破上軌,13.50,13.29,15.80,,True,突破上軌,13.55,13.36,30.98,,True
1517.TW,https://www.tradingview.com/symbols/TWSE-1517/,突破上軌,12.25,12.22,18.69,,True,突破上軌,13.45,13.12,31.01,,True
1524.TW,https://www.tradingview.com/symbols/TWSE-1524/,突破上軌,32.95,32.45,42.88,,True,突破上軌,35.15,34.94,42.87,,True
1539.TW,https://www.tradingview.com/symbols/TWSE-1539/,突破上軌,19.60,18.96,34.28,,True,突破上軌,21.55,20.86,42.00,,True
1568.TW,https://www.tradingview.com/symbols/TWSE-1568/,突破上軌,25.75,25.10,34.21,,True,突破上軌,26.80,25.97,36.37,,True
1605.TW,https://www.tradingview.com/symbols/TWSE-1605/,突破上軌,42.95,41.71,40.50,,False,突破上軌,42.05,40.33,54.11,,True
1711.TW,https://www.tradingview.com/symbols/TWSE-1711/,突破上軌,23.05,22.76,28.97,,True,突破上軌,23.25,22.59,30.39,,True
1721.TW,https://www.tradingview.com/symbols/TWSE-1721/,突破上軌,20.60,20.11,26.55,,True,突破上軌,22.05,20.25,33.22,,True
1783.TW,https://www.tradingview.com/symbols/TWSE-1783/,突破上軌,46.60,46.37,53.96,,True,突破上軌,47.20,46.51,67.96,,True
1789.TW,https://www.tradingview.com/symbols/TWSE-1789/,突破上軌,26.25,25.31,29.57,,True,突破上軌,27.10,24.73,34.29,,True
1809.TW,https://www.tradingview.com/symbols/TWSE-1809/,突破上軌,22.75,21.69,35.34,,True,突破上軌,25.00,23.94,35.34,,True
2022.TW,https://www.tradingview.com/symbols/TWSE-2022/,突破上軌,8.93,8.86,13.31,,True,突破上軌,9.05,8.93,38.58,,True
2030.TW,https://www.tradingview.com/symbols/TWSE-2030/,突破上軌,16.45,16.09,18.86,,True,突破上軌,16.40,15.95,41.37,,True
2305.TW,https://www.tradingview.com/symbols/TWSE-2305/,突破上軌,14.85,13.84,30.50,,True,突破上軌,15.40,14.34,38.10,,True
2312.TW,https://www.tradingview.com/symbols/TWSE-2312/,突破上軌,33.70,30.81,34.16,,True,突破上軌,35.40,32.00,34.16,,False
2331.TW,https://www.tradingview.com/symbols/TWSE-2331/,突破上軌,27.25,27.19,39.63,,True,突破上軌,29.95,28.31,39.63,,True
2367.TW,https://www.tradingview.com/symbols/TWSE-2367/,突破上軌,36.65,35.26,44.58,,True,突破上軌,37.10,35.18,44.58,,True
2369.TW,https://www.tradingview.com/symbols/TWSE-2369/,突破上軌,28.15,27.84,30.31,,True,突破上軌,30.95,29.38,30.31,,False
2409.TW,https://www.tradingview.com/symbols/TWSE-2409/,突破上軌,15.70,15.44,18.60,,True,突破上軌,17.25,16.12,32.45,,True
2419.TW,https://www.tradingview.com/symbols/TWSE-2419/,突破上軌,31.35,29.91,41.60,,True,突破上軌,31.30,29.41,53.71,,True
2444.TW,https://www.tradingview.com/symbols/TWSE-2444/,突破上軌,12.65,12.45,19.70,,True,突破上軌,12.90,12.83,20.90,,True
2451.TW,https://www.tradingview.com/symbols/TWSE-2451/,突破上軌,254.00,253.49,261.00,,True,突破上軌,256.50,249.66,216.00,,False
2484.TW,https://www.tradingview.com/symbols/TWSE-2484/,突破上軌,26.45,24.94,34.44,,True,突破上軌,29.05,27.22,38.27,,True
2489.TW,https://www.tradingview.com/symbols/TWSE-2489/,突破上軌,16.40,16.30,27.29,,True,突破上軌,18.00,17.27,27.29,,True
2945.TW,https://www.tradingview.com/symbols/TWSE-2945/,突破上軌,39.50,39.18,44.37,,True,突破上軌,39.75,39.69,95.04,,True
3138.TW,https://www.tradingview.com/symbols/TWSE-3138/,突破上軌,153.00,146.72,142.60,,False,突破上軌,165.50,148.32,458.97,,True
3149.TW,https://www.tradingview.com/symbols/TWSE-3149/,突破上軌,44.40,44.16,47.50,,True,突破上軌,47.95,47.20,83.52,,True
3189.TW,https://www.tradingview.com/symbols/TWSE-3189/,突破上軌,192.50,189.24,186.00,,False,突破上軌,211.50,205.89,230.22,,True
3432.TW,https://www.tradingview.com/symbols/TWSE-3432/,突破上軌,17.50,16.63,32.20,,True,突破上軌,19.25,18.24,54.19,,True
3481.TW,https://www.tradingview.com/symbols/TWSE-3481/,突破上軌,26.60,24.90,23.60,,False,突破上軌,28.80,25.22,29.45,,True
3532.TW,https://www.tradingview.com/symbols/TWSE-3532/,突破上軌,133.50,126.84,178.55,,True,突破上軌,139.50,131.05,335.02,,True
3591.TW,https://www.tradingview.com/symbols/TWSE-3591/,突破上軌,21.20,20.56,32.04,,True,突破上軌,21.35,20.96,32.04,,True
4106.TW,https://www.tradingview.com/symbols/TWSE-4106/,突破上軌,23.00,22.85,27.46,,True,突破上軌,23.30,23.17,46.41,,True
5525.TW,https://www.tradingview.com/symbols/TWSE-5525/,跌破下軌,26.70,27.01,,22.10,True,跌破下軌,26.55,26.69,,15.05,True
6152.TW,https://www.tradingview.com/symbols/TWSE-6152/,突破上軌,14.10,13.54,20.10,,True,突破上軌,14.80,13.50,20.10,,True
