symbol,symbol_url,日K_status,日K_close,日K_bband,日K_prev_high,日K_prev_low,日K_strict_check,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check
1721.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A1721,突破上軌,13.10,12.99,14.45,,True,突破上軌,13.10,13.08,26.55,,True
1735.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A1735,突破上軌,19.40,18.91,18.49,,False,突破上軌,19.40,18.31,28.16,,True
1776.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A1776,突破上軌,15.90,15.71,18.29,,True,突破上軌,15.90,15.76,26.55,,True
2504.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A2504,突破上軌,38.05,38.01,43.72,,True,突破上軌,38.05,37.84,54.67,,True
2910.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A2910,突破上軌,21.40,21.37,23.60,,True,突破上軌,21.40,21.36,29.24,,True
1785.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A1785,突破上軌,69.30,68.15,66.40,,False,突破上軌,69.30,68.55,75.20,,True
2221.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A2221,突破上軌,30.15,29.68,30.05,,False,突破上軌,30.15,29.71,34.49,,True
2724.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A2724,突破上軌,20.90,20.80,30.45,,True,突破上軌,20.90,20.69,40.00,,True
3354.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A3354,突破上軌,25.00,24.41,23.35,,False,突破上軌,25.00,24.85,35.07,,True
3691.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A3691,突破上軌,85.80,85.46,98.00,,True,突破上軌,85.80,85.56,182.00,,True
4907.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A4907,突破上軌,49.60,48.65,54.67,,True,突破上軌,49.60,48.48,117.62,,True
6127.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A6127,突破上軌,37.25,37.06,34.30,,False,突破上軌,37.25,36.07,37.77,,True
6218.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A6218,突破上軌,26.25,25.58,23.90,,False,突破上軌,26.25,24.91,39.40,,True
7805.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A7805,跌破下軌,660.00,664.06,,500.96,True,跌破下軌,660.00,663.88,,500.96,True
