symbol,symbol_url,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check,月K_status,月K_close,月K_bband,月K_prev_high,月K_prev_low,月K_strict_check
1605.TW,https://www.tradingview.com/symbols/TWSE-1605/,突破上軌,41.50,40.85,40.50,,False,突破上軌,41.50,40.00,54.11,,True
1789.TW,https://www.tradingview.com/symbols/TWSE-1789/,突破上軌,24.15,24.09,29.57,,True,突破上軌,24.15,22.67,34.29,,True
2030.TW,https://www.tradingview.com/symbols/TWSE-2030/,突破上軌,15.95,15.78,18.86,,True,突破上軌,15.95,15.65,41.37,,True
2305.TW,https://www.tradingview.com/symbols/TWSE-2305/,突破上軌,13.60,12.96,30.50,,True,突破上軌,13.60,13.11,38.10,,True
2312.TW,https://www.tradingview.com/symbols/TWSE-2312/,突破上軌,27.55,26.41,34.16,,True,突破上軌,27.55,26.83,34.16,,True
2367.TW,https://www.tradingview.com/symbols/TWSE-2367/,突破上軌,34.90,34.20,44.58,,True,突破上軌,34.90,33.78,44.58,,True
2409.TW,https://www.tradingview.com/symbols/TWSE-2409/,突破上軌,15.15,15.13,18.60,,True,突破上軌,15.15,14.71,32.45,,True
2419.TW,https://www.tradingview.com/symbols/TWSE-2419/,突破上軌,29.80,28.92,41.60,,True,突破上軌,29.80,28.39,53.71,,True
3138.TW,https://www.tradingview.com/symbols/TWSE-3138/,突破上軌,145.00,141.96,144.98,,False,突破上軌,145.00,134.18,458.97,,True
3481.TW,https://www.tradingview.com/symbols/TWSE-3481/,突破上軌,22.65,22.55,23.60,,True,突破上軌,22.65,21.04,29.45,,True
3532.TW,https://www.tradingview.com/symbols/TWSE-3532/,突破上軌,125.50,121.77,178.55,,True,突破上軌,125.50,122.40,335.02,,True
9955.TW,https://www.tradingview.com/symbols/TWSE-9955/,突破上軌,36.90,35.51,42.10,,True,突破上軌,36.90,35.54,42.10,,True
2949.TWO,https://www.tradingview.com/symbols/TPEX-2949/,跌破下軌,64.50,64.74,,59.66,True,跌破下軌,64.50,64.54,,59.66,True
3374.TWO,https://www.tradingview.com/symbols/TPEX-3374/,突破上軌,177.00,176.81,277.91,,True,突破上軌,177.00,170.89,277.91,,True
4130.TWO,https://www.tradingview.com/symbols/TPEX-4130/,突破上軌,36.80,36.26,36.15,,False,突破上軌,36.80,34.25,39.13,,True
5228.TWO,https://www.tradingview.com/symbols/TPEX-5228/,突破上軌,25.50,24.48,25.90,,True,突破上軌,25.50,23.74,33.36,,True
5291.TWO,https://www.tradingview.com/symbols/TPEX-5291/,突破上軌,40.95,39.83,37.45,,False,突破上軌,40.95,37.15,44.35,,True
5302.TWO,https://www.tradingview.com/symbols/TPEX-5302/,突破上軌,12.30,12.02,15.80,,True,突破上軌,12.30,11.84,22.45,,True
5347.TWO,https://www.tradingview.com/symbols/TPEX-5347/,突破上軌,117.50,115.28,136.77,,True,突破上軌,117.50,114.53,145.92,,True
5864.TWO,https://www.tradingview.com/symbols/TPEX-5864/,突破上軌,18.45,18.38,20.11,,True,突破上軌,18.45,18.35,26.29,,True
6015.TWO,https://www.tradingview.com/symbols/TPEX-6015/,突破上軌,13.30,13.11,13.25,,False,突破上軌,13.30,12.67,21.65,,True
6016.TWO,https://www.tradingview.com/symbols/TPEX-6016/,突破上軌,15.65,15.52,15.95,,True,突破上軌,15.65,15.49,14.81,,False
6210.TWO,https://www.tradingview.com/symbols/TPEX-6210/,突破上軌,21.95,21.63,29.85,,True,突破上軌,21.95,21.72,41.67,,True
6270.TWO,https://www.tradingview.com/symbols/TPEX-6270/,突破上軌,26.00,25.48,35.96,,True,突破上軌,26.00,25.40,34.84,,True
6654.TWO,https://www.tradingview.com/symbols/TPEX-6654/,突破上軌,97.00,95.19,99.80,,True,突破上軌,97.00,96.71,101.48,,True
8064.TWO,https://www.tradingview.com/symbols/TPEX-8064/,突破上軌,55.80,54.07,72.77,,True,突破上軌,55.80,54.23,72.77,,True
8080.TWO,https://www.tradingview.com/symbols/TPEX-8080/,突破上軌,39.50,37.23,42.00,,True,突破上軌,39.50,37.03,42.00,,True
