symbol,symbol_url,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check,月K_status,月K_close,月K_bband,月K_prev_high,月K_prev_low,月K_strict_check
3006.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A3006,突破上軌,129.50,123.28,106.00,,False,突破上軌,129.50,129.33,182.69,,True
3008.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A3008,突破上軌,2585.00,2537.39,3119.92,,True,突破上軌,2585.00,2578.40,3110.27,,True
3308.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A3308,突破上軌,22.10,20.33,47.74,,True,突破上軌,22.10,21.63,79.99,,True
3481.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A3481,突破上軌,18.10,17.06,16.84,,False,突破上軌,18.10,18.03,29.45,,True
4912.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A4912,突破上軌,105.50,101.69,160.51,,True,突破上軌,105.50,101.36,161.82,,True
5538.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A5538,突破上軌,30.90,30.78,38.88,,True,突破上軌,30.90,30.82,55.29,,True
8438.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A8438,突破上軌,46.05,41.87,52.26,,True,突破上軌,46.05,43.35,58.53,,True
3360.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A3360,突破上軌,15.20,14.70,24.25,,True,突破上軌,15.20,14.66,24.25,,True
3455.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A3455,突破上軌,119.50,113.41,139.70,,True,突破上軌,119.50,117.25,139.70,,True
5351.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A5351,突破上軌,55.80,52.74,57.60,,True,突破上軌,55.80,55.75,95.90,,True
5704.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A5704,突破上軌,29.40,28.97,52.63,,True,突破上軌,29.40,29.35,80.61,,True
6233.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A6233,突破上軌,25.30,24.81,48.67,,True,突破上軌,25.30,25.15,53.20,,True
