symbol,symbol_url,日K_status,日K_close,日K_bband,日K_prev_high,日K_prev_low,日K_strict_check,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check
1459.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A1459,突破上軌,12.15,12.07,12.80,,True,突破上軌,12.15,12.13,14.75,,True
1721.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A1721,突破上軌,16.80,16.70,15.30,,False,突破上軌,16.80,15.86,26.55,,True
2493.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A2493,突破上軌,129.50,127.61,167.22,,True,突破上軌,129.50,126.14,167.22,,True
2497.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A2497,突破上軌,54.90,53.33,53.90,,False,突破上軌,54.90,53.87,86.28,,True
2701.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A2701,突破上軌,11.25,11.23,11.90,,True,突破上軌,11.25,11.25,13.08,,True
3092.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A3092,突破上軌,24.20,24.08,23.15,,False,突破上軌,24.20,23.05,36.50,,True
3168.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A3168,跌破下軌,41.30,41.32,,36.35,True,跌破下軌,41.30,41.47,,33.16,True
3308.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A3308,突破上軌,18.30,17.76,20.20,,True,突破上軌,18.30,17.64,47.74,,True
3481.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A3481,突破上軌,16.30,15.88,15.80,,False,突破上軌,16.30,15.87,16.84,,True
6116.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A6116,突破上軌,7.76,7.75,8.95,,True,突破上軌,7.76,7.75,12.70,,True
6205.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A6205,突破上軌,58.50,58.18,53.20,,False,突破上軌,58.50,55.13,85.12,,True
6416.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A6416,突破上軌,91.60,90.42,94.94,,True,突破上軌,91.60,91.28,160.97,,True
6768.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A6768,跌破下軌,106.00,106.01,,85.23,True,跌破下軌,106.00,106.48,,58.10,True
8438.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A8438,突破上軌,38.10,37.02,35.00,,False,突破上軌,38.10,36.22,52.26,,True
9941.TW,https://tw.tradingview.com/chart/?symbol=TWSE%3A9941,跌破下軌,87.00,87.19,,88.50,False,跌破下軌,87.00,87.45,,82.83,True
1595.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A1595,突破上軌,44.90,43.50,43.70,,False,突破上軌,44.90,43.28,85.28,,True
1599.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A1599,突破上軌,30.35,29.45,32.99,,True,突破上軌,30.35,30.02,35.39,,True
3114.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A3114,突破上軌,28.30,27.84,2142.72,,True,突破上軌,28.30,27.85,2142.72,,True
3219.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A3219,突破上軌,69.00,67.43,112.00,,True,突破上軌,69.00,68.29,112.00,,True
3522.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A3522,突破上軌,19.35,19.19,18.65,,False,突破上軌,19.35,19.25,31.00,,True
4123.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A4123,突破上軌,41.45,40.75,40.03,,False,突破上軌,41.45,41.32,53.97,,True
4550.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A4550,突破上軌,25.25,25.16,27.40,,True,突破上軌,25.25,25.16,37.37,,True
5351.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A5351,突破上軌,49.05,48.14,48.10,,False,突破上軌,49.05,48.47,57.60,,True
5386.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A5386,突破上軌,85.00,84.52,84.70,,False,突破上軌,85.00,84.19,101.94,,True
5452.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A5452,突破上軌,27.10,27.08,32.96,,True,突破上軌,27.10,26.68,45.48,,True
6101.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A6101,跌破下軌,36.20,36.28,,34.40,True,跌破下軌,36.20,36.23,,31.50,True
6124.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A6124,突破上軌,28.20,28.10,38.40,,True,突破上軌,28.20,27.66,48.00,,True
6151.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A6151,突破上軌,31.60,31.09,35.95,,True,突破上軌,31.60,30.98,61.80,,True
6248.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A6248,突破上軌,20.90,20.90,24.39,,True,突破上軌,20.90,20.75,32.54,,True
6561.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A6561,突破上軌,392.50,389.96,457.50,,True,突破上軌,392.50,388.66,530.29,,True
6708.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A6708,突破上軌,42.10,41.68,50.00,,True,突破上軌,42.10,41.39,59.90,,True
8068.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A8068,突破上軌,26.70,26.04,24.45,,False,突破上軌,26.70,25.46,45.00,,True
8240.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A8240,突破上軌,37.50,37.49,45.20,,True,突破上軌,37.50,36.62,51.64,,True
8929.TWO,https://tw.tradingview.com/chart/?symbol=TPEX%3A8929,突破上軌,17.25,17.21,21.00,,True,突破上軌,17.25,17.21,37.30,,True
