symbol,symbol_url,日K_status,日K_close,日K_bband,日K_prev_high,日K_prev_low,日K_strict_check,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check,月K_status,月K_close,月K_bband,月K_prev_high,月K_prev_low,月K_strict_check
1203.TW,https://tw.tradingview.com/symbols/TWSE-1203/,突破上軌,39.85,40.11,40.85,,False,跌破下軌,39.45,39.34,,33.24,False,突破上軌,39.85,40.17,56.49,,False
1342.TW,https://tw.tradingview.com/symbols/TWSE-1342/,突破上軌,102.00,101.71,105.00,,False,突破上軌,100.00,100.69,126.67,,False,突破上軌,102.00,101.26,138.46,,False
1432.TW,https://tw.tradingview.com/symbols/TWSE-1432/,突破上軌,19.15,19.29,19.25,,False,突破上軌,18.90,18.81,25.00,,False,突破上軌,19.15,19.26,25.00,,False
1434.TW,https://tw.tradingview.com/symbols/TWSE-1434/,突破上軌,17.75,17.89,17.75,,False,突破上軌,17.10,17.11,22.41,,False,突破上軌,17.75,17.51,28.36,,False
2436.TW,https://tw.tradingview.com/symbols/TWSE-2436/,突破上軌,56.80,57.36,62.30,,False,突破上軌,53.50,53.90,67.93,,False,突破上軌,56.80,56.20,101.79,,False
2897.TW,https://tw.tradingview.com/symbols/TWSE-2897/,突破上軌,9.35,9.34,9.32,,True,突破上軌,9.30,9.26,10.12,,False,突破上軌,9.35,9.43,10.12,,False
2230.TWO,https://tw.tradingview.com/symbols/TPEX-2230/,跌破下軌,68.80,71.18,,76.40,True,跌破下軌,76.40,78.23,,73.28,False,跌破下軌,68.80,74.11,,9.52,False
3234.TWO,https://tw.tradingview.com/symbols/TPEX-3234/,突破上軌,71.10,71.51,66.60,,True,突破上軌,64.70,64.81,64.60,,True,突破上軌,71.10,69.15,64.60,,True
3526.TWO,https://tw.tradingview.com/symbols/TPEX-3526/,突破上軌,286.00,280.39,268.50,,True,突破上軌,264.00,263.44,278.87,,False,突破上軌,286.00,278.57,278.87,,True
5523.TWO,https://tw.tradingview.com/symbols/TPEX-5523/,突破上軌,30.50,30.66,30.65,,False,突破上軌,30.50,30.62,34.00,,False,突破上軌,30.50,30.65,34.00,,False
8147.TWO,https://tw.tradingview.com/symbols/TPEX-8147/,突破上軌,132.00,131.04,125.00,,True,突破上軌,120.00,116.87,160.50,,False,突破上軌,132.00,130.09,157.58,,False
